gmDate,seasonYR,teamAbbr,teamLoc,teamRslt,teamDayOff,teamTO,teamPF,teamFGA,teamFGM,teamFTA,teamFTM,teamORB,teamDRB,teamEFG%,teamTREB%,teamTO%,teamFT%
2014-03-08,2013,CHA,0,0,1,12,19,93,37,14,10,13,27,42.47,43.956,10.7953,71.43
2014-03-08,2013,MEM,1,1,1,13,16,87,44,22,16,11,40,54.6,56.044,11.8527,72.73
2014-03-08,2013,WAS,0,1,3,16,21,80,43,23,13,11,24,63.13,45.4545,15.0773,56.52
2014-03-08,2013,MIL,1,0,1,14,20,87,39,28,25,17,25,47.13,54.5455,12.3544,89.29
2014-03-08,2013,ORL,0,0,3,10,26,96,46,17,13,12,33,51.56,50.5618,8.8121,76.47
2014-03-08,2013,SA,1,1,2,13,15,81,43,35,26,8,36,58.64,49.4382,11.883,74.29
2014-03-08,2013,ATL,0,0,1,19,20,76,38,26,20,8,21,57.89,45.3125,17.8504,76.92
2014-03-08,2013,LAC,1,1,2,18,21,79,42,24,18,13,22,57.59,54.6875,16.7348,75.0
2014-03-09,2013,MIA,0,0,3,18,21,74,30,22,21,6,36,45.27,47.191,17.7026,95.45
2014-03-09,2013,CHI,1,1,2,13,18,90,38,17,12,13,34,46.11,52.809,11.7668,70.59
2014-03-09,2013,OKC,0,0,3,17,30,100,42,21,14,19,40,48.0,62.1053,13.4664,66.67
2014-03-09,2013,LAL,1,1,2,15,16,81,38,30,25,1,35,54.94,37.8947,13.7363,83.33
2014-03-09,2013,DEN,0,0,2,27,30,85,40,26,20,12,33,51.18,48.3871,21.873,76.92
2014-03-09,2013,NO,1,1,2,24,25,90,41,33,24,18,30,48.33,51.6129,18.6741,72.73
2014-03-09,2013,DET,0,0,2,16,20,86,40,39,27,19,35,48.84,58.0645,13.4273,69.23
2014-03-09,2013,BOS,1,1,2,7,27,97,47,21,14,12,27,53.61,41.9355,6.1816,66.67
2014-03-09,2013,SAC,0,0,2,25,18,81,36,21,12,20,33,47.53,66.25,21.6939,57.14
2014-03-09,2013,BKN,1,1,2,11,24,77,41,16,10,1,26,61.04,33.75,11.5741,62.5
2014-03-09,2013,POR,0,0,2,21,34,96,39,33,26,22,34,45.31,53.8462,15.9672,78.79
2014-03-09,2013,HOU,1,1,2,13,27,89,38,45,33,13,35,47.75,46.1538,10.6732,73.33
2014-03-09,2013,TOR,0,1,2,19,27,76,37,31,23,12,36,57.89,55.81399999999999,17.489,74.19
2014-03-09,2013,MIN,1,0,2,10,25,95,41,20,15,16,22,46.84,44.18600000000001,8.7873,75.0
2014-03-09,2013,IND,0,0,2,21,27,67,32,29,23,10,31,52.99,49.3976,20.8416,79.31
2014-03-09,2013,DAL,1,1,2,10,23,81,36,31,25,15,27,49.38,50.6024,9.5566,80.65
2014-03-09,2013,PHO,0,0,3,20,24,75,36,28,25,9,32,54.67,53.9474,18.6359,89.29
2014-03-09,2013,GS,1,1,2,12,22,85,45,21,13,9,26,58.82,46.0526,11.2952,61.9
2014-03-10,2013,DEN,0,0,0,15,23,83,36,31,21,6,37,46.39,50.5882,13.436,67.74
2014-03-10,2013,CHA,1,1,1,12,21,81,37,28,23,6,36,50.62,49.4118,11.3938,82.14
2014-03-10,2013,TOR,0,0,0,16,22,71,35,24,21,7,30,53.52,55.2239,16.4002,87.5
2014-03-10,2013,BKN,1,1,0,14,27,70,34,31,22,8,22,56.43,44.7761,14.3384,70.97
2014-03-10,2013,WAS,0,0,1,19,14,89,36,9,6,21,29,47.19,60.24100000000001,16.9703,66.67
2014-03-10,2013,MIA,1,1,0,10,11,80,40,9,9,9,24,56.25,39.759,10.6428,100.0
2014-03-10,2013,PHI,0,0,1,18,25,84,43,25,18,14,28,54.76,54.5455,15.9292,72.0
2014-03-10,2013,NY,1,1,1,13,24,81,44,34,22,10,25,62.35,45.4545,11.931,64.71
2014-03-10,2013,ORL,0,0,1,17,22,88,42,8,5,12,31,52.84,50.5882,15.6653,62.5
2014-03-10,2013,MIL,1,1,1,13,9,84,38,25,21,10,32,50.0,49.4118,12.037,84.0
2014-03-10,2013,ATL,0,1,1,12,18,78,38,27,23,7,27,57.05,43.038000000000004,11.7786,85.19
2014-03-10,2013,UTA,1,0,1,15,26,82,40,24,20,11,34,54.88,56.961999999999996,13.9457,83.33
2014-03-10,2013,PHO,0,0,0,17,25,85,39,29,20,13,23,50.0,46.1538,14.8135,68.97
2014-03-10,2013,LAC,1,1,1,22,28,78,43,31,22,9,33,57.69,53.8462,19.3594,70.97
2014-03-11,2013,BOS,0,0,1,10,23,91,32,19,16,20,21,36.81,48.8095,9.1441,84.21
2014-03-11,2013,IND,1,1,1,16,22,73,40,13,10,8,35,57.53,51.1905,16.8919,76.92
2014-03-11,2013,SAC,0,0,1,16,19,84,34,30,18,13,37,42.26,51.5464,14.1343,60.0
2014-03-11,2013,DET,1,1,1,12,24,87,38,19,16,10,37,47.7,48.4536,11.1773,84.21
2014-03-11,2013,SA,0,1,2,12,26,79,40,15,12,5,33,58.23,49.3506,12.2951,80.0
2014-03-11,2013,CHI,1,0,1,14,17,75,32,28,24,10,29,48.0,50.6494,13.8176,85.71
2014-03-11,2013,POR,0,0,1,8,21,86,35,29,22,16,24,44.77,49.3827,7.4934,75.86
2014-03-11,2013,MEM,1,1,2,11,18,84,47,13,9,9,32,59.52,50.6173,10.9214,69.23
2014-03-11,2013,MIL,0,0,1,15,24,74,39,29,18,6,33,56.08,53.4247,14.7406,62.07
2014-03-11,2013,MIN,1,1,1,7,24,85,41,30,22,11,23,52.94,46.5753,6.654,73.33
2014-03-11,2013,HOU,0,0,1,14,22,79,33,34,23,8,37,47.47,47.8723,12.9678,67.65
2014-03-11,2013,OKC,1,1,1,14,25,80,34,34,27,8,41,49.38,52.1277,12.8488,79.41
2014-03-11,2013,DAL,0,0,1,17,16,82,30,31,20,11,29,39.63,46.5116,15.0923,64.52
2014-03-11,2013,GS,1,1,1,19,24,80,41,17,14,8,38,58.75,53.4884,17.8437,82.35
2014-03-12,2013,BKN,0,1,2,16,22,78,34,19,16,9,28,51.28,52.8571,15.6311,84.21
2014-03-12,2013,MIA,1,0,2,17,16,68,33,26,20,3,30,55.15,47.1429,17.6275,76.92
2014-03-12,2013,DEN,0,1,2,14,16,92,47,24,16,12,40,56.52,57.7778,12.011,66.67
2014-03-12,2013,ORL,1,0,2,8,23,93,45,13,13,7,31,53.23,42.2222,7.4963,100.0
2014-03-12,2013,SAC,0,1,1,21,25,74,34,50,40,12,36,50.68,55.81399999999999,17.9487,80.0
2014-03-12,2013,PHI,1,0,2,20,31,84,33,28,24,11,27,44.05,44.18600000000001,17.1939,85.71
2014-03-12,2013,DET,0,0,1,17,17,78,34,24,10,9,30,49.36,41.9355,16.1046,41.67
2014-03-12,2013,TOR,1,1,2,17,20,88,37,25,19,15,39,46.59,58.0645,14.6552,76.0
2014-03-12,2013,CHA,0,1,2,11,11,78,38,22,17,9,35,51.92,54.321000000000005,11.1471,77.27
2014-03-12,2013,WAS,1,0,2,14,22,82,35,9,6,8,29,48.17,45.678999999999995,14.0056,66.67
2014-03-12,2013,NY,0,1,2,8,21,80,42,24,21,12,35,59.38,55.2941,8.1169,87.5
2014-03-12,2013,BOS,1,0,1,11,18,81,34,23,16,16,22,46.91,44.7059,10.7716,69.57
2014-03-12,2013,MEM,0,1,1,15,17,74,32,27,22,12,30,45.95,51.8519,14.8692,81.48
2014-03-12,2013,NO,1,0,2,17,19,75,31,22,22,9,30,44.0,48.1481,16.7191,100.0
2014-03-12,2013,DAL,0,1,1,13,23,79,42,12,11,5,34,61.39,49.3671,13.3635,91.67
2014-03-12,2013,UTA,1,0,2,11,18,85,40,21,16,11,29,50.0,50.6329,10.4523,76.19
2014-03-12,2013,POR,0,0,1,12,17,83,32,30,22,14,34,40.96,46.6019,11.0906,73.33
2014-03-12,2013,SA,1,1,1,12,21,88,38,22,16,15,40,49.43,53.3981,10.9409,72.73
2014-03-12,2013,CLE,0,1,3,19,21,81,38,27,22,13,38,54.32,58.6207,16.9825,81.48
2014-03-12,2013,PHO,1,0,2,12,21,90,39,22,13,12,24,48.89,41.3793,10.745,59.09
2014-03-12,2013,GS,0,0,1,12,21,82,36,25,18,6,30,48.78,42.3529,11.4286,72.0
2014-03-12,2013,LAC,1,1,2,11,21,88,43,24,17,11,38,53.41,57.6471,10.0402,70.83
2014-03-13,2013,HOU,0,0,2,16,21,79,28,34,26,19,30,38.61,55.6818,14.5507,76.47
2014-03-13,2013,CHI,1,1,2,8,24,86,43,13,11,10,29,58.14,44.3182,8.0225,84.62
2014-03-13,2013,MIL,0,0,2,9,21,89,37,26,20,16,27,43.26,51.1905,8.2237,76.92
2014-03-13,2013,ATL,1,1,3,19,22,74,36,20,17,7,34,57.43,48.8095,18.664,85.0
2014-03-13,2013,LAL,0,0,3,14,19,94,37,25,15,12,25,46.28,38.1443,11.7647,60.0
2014-03-13,2013,OKC,1,1,2,18,27,89,45,30,28,13,47,57.87,61.8557,14.975,93.33
2014-03-14,2013,MIN,0,0,3,10,15,82,35,21,17,5,30,46.34,39.3258,9.8775,80.95
2014-03-14,2013,CHA,1,1,2,15,19,91,44,14,9,14,40,52.75,60.6742,13.3738,64.29
2014-03-14,2013,WAS,0,1,2,11,14,90,36,29,23,11,41,45.56,53.0612,9.6695,79.31
2014-03-14,2013,ORL,1,0,2,14,24,97,43,10,8,9,37,47.94,46.9388,12.1317,80.0
2014-03-14,2013,IND,0,1,3,22,19,67,39,22,14,4,39,64.93,55.8442,22.2943,63.64
2014-03-14,2013,PHI,1,0,2,10,20,90,35,18,16,9,25,43.33,44.1558,9.2661,88.89
2014-03-14,2013,MEM,0,0,2,16,17,74,33,27,18,12,23,45.95,49.2958,15.7048,66.67
2014-03-14,2013,TOR,1,1,2,17,22,71,36,22,18,8,28,57.04,50.7042,17.4038,81.82
2014-03-14,2013,PHO,0,1,2,17,18,80,34,20,14,9,42,45.63,47.6636,16.0681,70.0
2014-03-14,2013,BOS,1,0,2,15,21,94,29,21,19,19,37,32.45,52.3364,12.6861,90.48
2014-03-14,2013,DEN,0,1,2,17,21,82,39,29,25,9,32,52.44,53.9474,15.2112,86.21
2014-03-14,2013,MIA,1,0,2,20,19,81,42,21,16,7,28,56.17,46.0526,18.1422,76.19
2014-03-14,2013,POR,0,1,2,16,19,78,38,27,21,6,31,57.69,45.678999999999995,15.1114,77.78
2014-03-14,2013,NO,1,0,2,10,22,86,41,21,18,8,36,49.42,54.321000000000005,9.5021,85.71
2014-03-14,2013,LAL,0,0,1,10,15,91,31,25,19,8,29,36.26,36.6337,8.9286,76.0
2014-03-14,2013,SA,1,1,2,16,19,98,48,13,10,18,46,55.61,63.3663,13.3645,76.92
2014-03-14,2013,LAC,0,1,2,11,16,76,37,20,13,6,26,54.61,45.0704,11.4823,65.0
2014-03-14,2013,UTA,1,0,2,20,17,77,35,13,10,9,30,50.0,54.9296,19.4704,76.92
2014-03-14,2013,CLE,0,1,2,12,20,82,40,18,13,4,37,54.88,49.3976,11.7739,72.22
2014-03-14,2013,GS,1,0,2,17,16,77,35,19,13,5,37,52.6,50.6024,16.6081,68.42
2014-03-15,2013,MIL,0,0,2,10,21,81,35,27,20,15,17,45.68,43.8356,9.7201,74.07
2014-03-15,2013,NY,1,1,3,11,23,76,42,28,23,13,28,60.53,56.1644,11.0753,82.14
2014-03-15,2013,BKN,0,0,3,13,25,71,34,22,15,6,29,55.63,47.2973,13.877,68.18
2014-03-15,2013,WAS,1,1,1,14,14,77,36,25,21,11,28,51.95,52.7027,13.7255,84.0
2014-03-15,2013,DEN,0,0,1,21,24,83,34,25,16,12,42,45.78,58.6957,18.2609,64.0
2014-03-15,2013,ATL,1,1,2,14,17,81,33,29,17,6,32,49.38,41.3043,12.9918,58.62
2014-03-15,2013,IND,0,1,1,10,24,104,41,25,23,18,44,42.79,58.4906,8.0,92.0
2014-03-15,2013,DET,1,0,3,11,21,91,37,30,23,8,36,44.51,41.5094,9.5486,76.67
2014-03-15,2013,MEM,0,1,1,22,24,70,38,32,23,7,34,57.14,49.3976,20.7391,71.88
2014-03-15,2013,PHI,1,0,1,22,24,83,31,19,9,14,28,40.96,50.6024,19.4072,47.37
2014-03-15,2013,SAC,0,0,3,18,22,85,31,37,23,19,36,37.65,57.8947,15.0905,62.16
2014-03-15,2013,CHI,1,1,2,11,26,78,31,33,26,7,33,43.59,42.1053,10.626,78.79
2014-03-16,2013,CHA,0,1,2,18,16,68,39,18,14,6,33,63.97,51.3158,19.1652,77.78
2014-03-16,2013,MIL,1,0,1,11,17,89,37,16,11,15,22,45.51,48.6842,10.2765,68.75
2014-03-16,2013,PHO,0,1,2,21,23,75,38,38,34,12,33,58.0,63.3803,18.6302,89.47
2014-03-16,2013,TOR,1,0,2,11,27,85,42,25,22,4,22,53.53,36.6197,10.2804,88.0
2014-03-16,2013,HOU,0,0,3,16,21,75,37,28,21,10,24,55.33,52.3077,15.4859,75.0
2014-03-16,2013,MIA,1,1,2,14,21,78,40,29,24,7,24,57.05,47.6923,13.3639,82.76
2014-03-16,2013,BOS,0,0,2,16,26,97,45,23,18,13,36,52.58,52.6882,12.9955,78.26
2014-03-16,2013,NO,1,1,2,12,17,94,47,28,24,12,32,51.6,47.3118,10.142000000000001,85.71
2014-03-16,2013,SAC,0,0,1,17,25,85,41,19,14,11,37,51.76,57.8313,15.4041,73.68
2014-03-16,2013,MIN,1,1,2,9,17,78,34,38,30,7,28,47.44,42.1687,8.6772,78.95
2014-03-16,2013,DAL,0,1,4,18,17,75,40,20,16,8,34,62.0,56.0,17.6817,80.0
2014-03-16,2013,OKC,1,0,3,15,21,79,29,27,19,10,23,42.41,44.0,14.167,70.37
2014-03-16,2013,UTA,0,0,2,8,18,91,42,21,15,13,26,48.9,49.3671,7.391,71.43
2014-03-16,2013,SA,1,1,2,12,19,78,49,19,14,4,36,69.23,50.6329,12.2001,73.68
2014-03-16,2013,GS,0,1,2,12,29,88,42,22,18,10,31,53.98,46.0674,10.9409,81.82
2014-03-16,2013,POR,1,0,2,12,16,88,37,30,26,12,36,48.86,53.9326,10.6007,86.67
2014-03-16,2013,CLE,0,0,2,17,17,83,29,20,14,16,32,39.76,53.9326,15.625,70.0
2014-03-16,2013,LAC,1,1,2,7,20,94,42,15,10,10,31,48.94,46.0674,6.5056,66.67
2014-03-17,2013,ATL,0,1,2,15,20,85,39,7,6,10,41,53.53,54.8387,14.5518,85.71
2014-03-17,2013,CHA,1,0,1,7,15,85,30,16,14,10,32,40.59,45.1613,7.0679,87.5
2014-03-17,2013,PHI,0,0,2,19,33,81,35,20,11,11,34,48.77,46.3918,17.4632,55.0
2014-03-17,2013,IND,1,1,2,15,17,81,31,38,31,16,36,41.98,53.6082,13.3073,81.58
2014-03-17,2013,PHO,0,0,1,17,24,80,37,28,15,12,28,50.0,52.6316,15.5507,53.57
2014-03-17,2013,BKN,1,1,2,17,24,70,41,27,17,6,30,65.0,47.3684,17.1926,62.96
2014-03-17,2013,OKC,0,1,1,13,27,75,31,28,22,6,40,50.0,50.0,12.9585,78.57
2014-03-17,2013,CHI,1,0,2,6,15,84,29,31,22,13,33,37.5,50.0,5.7893,70.97
2014-03-17,2013,UTA,0,0,1,19,25,83,34,18,14,9,25,43.37,42.5,17.2853,77.78
2014-03-17,2013,HOU,1,1,1,19,22,79,46,26,19,8,38,66.46,57.5,17.3611,73.08
2014-03-17,2013,BOS,0,0,1,17,19,93,34,14,12,21,36,41.4,61.2903,14.635,85.71
2014-03-17,2013,DAL,1,1,1,13,17,78,33,21,19,6,30,48.08,38.7097,12.9689,90.48
2014-03-17,2013,LAC,0,0,1,16,28,92,36,25,23,16,27,41.85,43.8776,13.4454,92.0
2014-03-17,2013,DEN,1,1,2,17,23,93,38,33,28,19,36,44.09,56.1224,13.6524,84.85
2014-03-18,2013,MIA,0,1,2,14,18,75,34,31,20,7,29,53.33,46.7532,13.6399,64.52
2014-03-18,2013,CLE,1,0,2,20,28,72,37,22,15,4,37,56.25,53.2468,19.6696,68.18
2014-03-18,2013,TOR,0,0,2,15,31,81,40,29,26,8,42,53.7,55.5556,13.7918,89.66
2014-03-18,2013,ATL,1,1,1,9,24,94,40,31,27,10,30,48.4,44.4444,7.716,87.1
2014-03-18,2013,MIL,0,0,2,19,31,98,45,26,17,12,41,50.0,53.0,14.7929,65.38
2014-03-18,2013,POR,1,1,2,16,22,97,42,27,24,11,36,49.48,47.0,12.8123,88.89
2014-03-18,2013,WAS,0,0,3,15,32,91,40,30,20,11,30,50.0,41.8367,12.5839,66.67
2014-03-18,2013,SAC,1,1,2,20,29,87,40,40,31,16,41,49.43,58.1633,16.0514,77.5
2014-03-18,2013,ORL,0,0,4,16,17,77,35,20,15,5,35,48.05,47.619,15.7171,75.0
2014-03-18,2013,GS,1,1,2,11,19,82,37,21,19,9,35,51.22,52.381,10.759,90.48
2014-03-19,2013,CHI,0,1,2,16,19,83,36,27,22,14,38,48.19,57.7778,14.43,81.48
2014-03-19,2013,PHI,1,0,2,14,21,81,37,19,9,9,29,52.47,42.2222,13.5449,47.37
2014-03-19,2013,MIA,0,0,1,12,15,81,40,15,12,11,26,51.85,50.6849,12.0482,80.0
2014-03-19,2013,BOS,1,1,2,13,18,77,39,12,10,9,27,59.09,49.3151,13.644,83.33
2014-03-19,2013,CHA,0,0,2,15,26,85,40,12,10,15,36,52.35,56.6667,14.2477,83.33
2014-03-19,2013,BKN,1,1,2,7,17,75,37,35,21,8,31,55.33,43.3333,7.1869,60.0
2014-03-19,2013,UTA,0,0,2,17,22,84,37,10,5,10,29,48.21,45.8824,16.129,50.0
2014-03-19,2013,MEM,1,1,4,13,18,81,36,25,22,11,35,45.68,54.1176,12.380999999999998,88.0
2014-03-19,2013,TOR,0,1,1,12,20,86,36,32,26,22,26,47.09,58.5366,10.7066,81.25
2014-03-19,2013,NO,1,0,3,12,25,67,36,32,24,5,29,56.72,41.4634,12.8921,75.0
2014-03-19,2013,IND,0,0,2,13,25,73,31,27,19,6,34,45.89,47.0588,13.2816,70.37
2014-03-19,2013,NY,1,1,4,11,26,82,32,29,24,10,35,41.46,52.9412,10.4009,82.76
2014-03-19,2013,MIN,0,1,3,14,18,92,44,31,25,8,38,53.26,47.4227,11.7018,80.65
2014-03-19,2013,DAL,1,0,2,16,25,95,47,25,19,10,41,54.21,52.5773,13.1148,76.0
2014-03-19,2013,DET,0,0,4,13,20,95,43,19,13,12,31,50.53,48.3146,11.1722,68.42
2014-03-19,2013,DEN,1,1,2,12,24,86,44,27,19,10,36,57.56,51.6854,10.921,70.37
2014-03-19,2013,ORL,0,0,1,20,15,80,32,30,23,13,30,43.75,50.0,17.6678,76.67
2014-03-19,2013,PHO,1,1,2,16,22,89,45,12,8,10,33,56.74,50.0,14.5085,66.67
2014-03-19,2013,SA,0,1,3,12,21,95,50,16,13,9,43,58.95,53.0612,10.5226,81.25
2014-03-19,2013,LAL,1,0,5,12,19,91,39,29,22,12,34,47.8,46.9388,10.3663,75.86
2014-03-20,2013,OKC,0,1,3,18,21,89,38,20,16,18,35,48.31,59.5506,15.544,80.0
2014-03-20,2013,CLE,1,0,2,12,20,81,36,24,15,9,27,49.38,40.4494,11.5875,62.5
2014-03-20,2013,MIN,0,0,1,16,16,87,38,23,18,14,26,50.57,47.619,14.1443,78.26
2014-03-20,2013,HOU,1,1,3,15,20,85,49,19,15,9,35,67.06,52.381,13.8427,78.95
2014-03-20,2013,WAS,0,0,2,11,21,90,38,17,15,15,28,48.89,50.0,10.1401,88.24
2014-03-20,2013,POR,1,1,2,11,18,81,41,25,20,11,32,59.26,50.0,10.6796,80.0
2014-03-20,2013,MIL,0,0,2,11,21,80,39,39,29,7,29,50.63,46.1538,10.1701,74.36
2014-03-20,2013,GS,1,1,2,15,28,80,43,25,21,8,34,58.75,53.8462,14.1509,84.0
2014-03-21,2013,CHI,0,0,2,13,25,77,28,24,18,10,26,39.61,41.3793,12.9276,75.0
2014-03-21,2013,IND,1,1,2,16,18,79,34,25,21,13,38,44.3,58.6207,15.0943,84.0
2014-03-21,2013,NY,0,1,2,12,17,82,34,25,18,9,38,45.73,47.0,11.4286,72.0
2014-03-21,2013,PHI,1,0,2,11,22,91,34,21,14,19,34,42.86,53.0,9.8885,66.67
2014-03-21,2013,OKC,0,1,1,14,30,98,38,38,31,9,38,44.9,45.1923,10.8763,81.58
2014-03-21,2013,TOR,1,0,2,20,32,101,41,33,28,14,43,44.55,54.8077,14.758,84.85
2014-03-21,2013,NO,0,1,2,15,28,70,36,43,35,7,33,54.29,54.0541,14.4342,81.4
2014-03-21,2013,ATL,1,0,3,16,29,85,38,27,21,8,26,49.41,45.9459,14.1743,77.78
2014-03-21,2013,BOS,0,0,2,11,18,83,35,23,19,12,25,47.59,48.6842,10.5647,82.61
2014-03-21,2013,BKN,1,1,2,11,17,78,44,24,17,7,32,62.18,51.3158,11.0486,70.83
2014-03-21,2013,MEM,0,0,2,17,19,79,36,17,11,15,28,47.47,55.8442,16.4283,64.71
2014-03-21,2013,MIA,1,1,2,15,18,75,35,16,14,10,24,51.33,44.1558,15.4575,87.5
2014-03-21,2013,DEN,0,0,2,16,19,81,40,21,13,10,25,57.41,42.1687,15.0602,61.9
2014-03-21,2013,DAL,1,1,2,16,18,89,48,17,14,15,33,60.67,57.8313,14.2248,82.35
2014-03-21,2013,DET,0,0,2,19,27,90,39,26,10,14,39,45.56,57.6087,15.7755,38.46
2014-03-21,2013,PHO,1,1,2,13,21,73,33,35,24,4,35,50.68,42.3913,12.8205,68.57
2014-03-21,2013,SA,0,1,2,9,17,93,36,27,22,13,39,41.4,52.0,7.9031,81.48
2014-03-21,2013,SAC,1,0,3,15,22,80,32,18,11,7,41,42.5,48.0,14.5744,61.11
2014-03-21,2013,WAS,0,1,1,20,22,87,42,29,23,9,35,54.02,50.0,16.7001,79.31
2014-03-21,2013,LAL,1,0,2,21,22,91,43,23,14,11,33,51.1,50.0,17.1962,60.87
2014-03-22,2013,POR,0,0,2,9,18,84,34,22,17,8,28,45.83,41.8605,8.7651,77.27
2014-03-22,2013,CHA,1,1,3,5,19,94,49,19,18,12,38,56.38,58.1395,4.6572,94.74
2014-03-22,2013,HOU,0,1,2,13,18,79,38,34,30,5,26,55.7,38.75,12.1541,88.24
2014-03-22,2013,CLE,1,0,2,18,27,92,46,17,13,13,36,53.26,61.25,15.3218,76.47
2014-03-22,2013,PHI,0,0,1,11,23,87,30,22,20,19,29,35.06,52.1739,10.2155,90.91
2014-03-22,2013,CHI,1,1,1,15,20,70,31,31,24,11,33,47.86,47.8261,15.2068,77.42
2014-03-22,2013,IND,0,0,1,11,19,74,27,14,11,8,27,40.54,42.6829,12.0667,78.57
2014-03-22,2013,MEM,1,1,1,12,18,75,33,17,11,10,37,47.33,57.3171,12.7011,64.71
2014-03-22,2013,MIA,0,0,1,16,19,73,37,17,13,5,28,56.16,46.4789,16.5837,76.47
2014-03-22,2013,NO,1,1,1,9,14,84,43,17,12,11,27,55.36,53.5211,8.957,70.59
2014-03-22,2013,ORL,0,0,3,13,23,79,31,24,19,6,39,43.67,53.5714,12.6755,79.17
2014-03-22,2013,UTA,1,1,3,15,20,75,29,26,20,6,33,46.0,46.4286,14.7871,76.92
2014-03-22,2013,SA,0,1,1,14,18,89,35,25,19,9,31,44.94,42.5532,12.2807,76.0
2014-03-22,2013,GS,1,0,2,18,20,77,31,29,25,11,43,42.21,57.4468,16.7038,86.21
2014-03-22,2013,DET,0,0,1,17,15,93,42,13,7,16,30,51.61,53.4884,14.6906,53.85
2014-03-22,2013,LAC,1,1,5,13,15,83,45,17,11,7,33,60.84,46.5116,12.5628,64.71
2014-03-23,2013,ATL,0,0,2,18,19,76,33,20,15,8,30,46.71,45.7831,17.5097,75.0
2014-03-23,2013,TOR,1,1,2,17,19,80,34,28,20,12,33,47.5,54.2169,15.5507,71.43
2014-03-23,2013,PHO,0,1,2,19,29,80,46,29,23,9,33,65.0,52.5,17.0007,79.31
2014-03-23,2013,MIN,1,0,3,12,24,91,40,37,32,16,22,48.35,47.5,10.0604,86.49
2014-03-23,2013,WAS,0,0,2,24,20,85,41,18,15,12,34,51.18,54.7619,20.5269,83.33
2014-03-23,2013,DEN,1,1,2,15,20,91,40,18,14,10,28,50.0,45.2381,13.1671,77.78
2014-03-23,2013,MIL,0,0,3,13,31,85,42,30,19,11,29,51.76,47.619,11.6906,63.33
2014-03-23,2013,SAC,1,1,2,12,23,86,44,36,29,13,31,55.23,52.381,10.5411,80.56
2014-03-23,2013,BKN,0,1,2,14,29,84,34,33,28,14,33,47.02,47.4747,12.4422,84.85
2014-03-23,2013,DAL,1,0,2,14,25,91,35,31,24,18,34,43.96,52.5253,11.8004,77.42
2014-03-23,2013,CLE,0,1,1,13,18,69,42,17,13,3,30,67.39,49.2537,14.5284,76.47
2014-03-23,2013,NY,1,0,2,13,13,77,35,19,18,9,25,53.25,50.7463,13.2168,94.74
2014-03-23,2013,ORL,0,0,1,20,24,82,37,17,14,13,33,48.78,57.5,18.2682,82.35
2014-03-23,2013,LAL,1,1,2,14,16,80,37,29,23,7,27,50.0,42.5,13.1135,79.31
2014-03-24,2013,HOU,0,1,2,12,24,82,39,18,10,11,31,54.88,52.5,11.7739,55.56
2014-03-24,2013,CHA,1,0,2,10,18,86,32,25,21,13,25,39.53,47.5,9.3458,84.0
2014-03-24,2013,PHO,0,1,1,19,25,74,38,16,14,7,32,59.46,54.9296,18.9924,87.5
2014-03-24,2013,ATL,1,0,1,17,19,72,30,33,27,7,25,47.22,45.0704,16.4219,81.82
2014-03-24,2013,POR,0,0,2,15,17,74,28,27,24,10,34,45.27,47.8261,14.8692,88.89
2014-03-24,2013,MIA,1,1,2,10,24,84,37,23,14,13,35,47.02,52.1739,9.6043,60.87
2014-03-24,2013,IND,0,0,2,16,21,73,27,21,19,6,36,39.73,47.7273,16.2866,90.48
2014-03-24,2013,CHI,1,1,2,10,20,84,35,16,15,9,37,44.05,52.2727,9.8971,93.75
2014-03-24,2013,MIN,0,0,1,10,14,90,34,20,17,14,28,41.67,43.75,9.1912,85.0
2014-03-24,2013,MEM,1,1,2,14,19,91,48,13,7,16,38,56.04,56.25,12.6445,53.85
2014-03-24,2013,BKN,0,0,1,11,21,90,33,32,28,15,31,42.22,46.4646,9.5586,87.5
2014-03-24,2013,NO,1,1,2,16,26,85,40,27,20,14,39,52.35,53.5354,14.1743,74.07
2014-03-24,2013,DEN,0,0,1,21,25,77,30,40,27,12,30,44.81,51.2195,18.1661,67.5
2014-03-24,2013,OKC,1,1,3,14,33,89,45,21,16,7,33,56.74,48.7805,12.4733,76.19
2014-03-24,2013,PHI,0,0,2,14,15,88,36,18,8,12,25,47.16,44.0476,12.7365,44.44
2014-03-24,2013,SA,1,1,2,17,17,79,44,16,12,6,41,63.92,55.9524,16.4984,75.0
2014-03-24,2013,DET,0,1,2,13,19,83,46,18,13,16,37,60.84,61.6279,12.5096,72.22
2014-03-24,2013,UTA,1,0,2,7,17,83,34,28,19,12,21,45.18,38.3721,6.8413,67.86
2014-03-24,2013,MIL,0,0,1,10,18,85,41,16,11,11,27,51.18,48.7179,9.8001,68.75
2014-03-24,2013,LAC,1,1,2,13,17,78,38,27,22,7,33,53.85,51.2821,12.6361,81.48
2014-03-25,2013,TOR,0,0,2,7,24,88,35,26,16,13,25,47.73,43.6782,6.5765,61.54
2014-03-25,2013,CLE,1,1,2,15,22,70,36,33,26,10,39,54.29,56.3218,15.0723,78.79
2014-03-25,2013,POR,0,0,1,15,14,86,32,17,14,16,34,41.28,50.0,13.8274,82.35
2014-03-25,2013,ORL,1,1,2,14,16,85,37,22,15,16,34,47.06,50.0,12.8819,68.18
