gmDate,teamAbbr,ptsFor,ptsAgnst
2012-10-31,ATL,0,0
2012-10-31,BKN,0,0
2012-10-31,BOS,107,120
2012-10-31,CHA,0,0
2012-10-31,CHI,0,0
2012-10-31,CLE,94,84
2012-10-31,DAL,99,91
2012-10-31,DEN,0,0
2012-10-31,DET,0,0
2012-10-31,GS,0,0
2012-10-31,HOU,0,0
2012-10-31,IND,0,0
2012-10-31,LAC,0,0
2012-10-31,LAL,91,99
2012-10-31,MEM,0,0
2012-10-31,MIA,120,107
2012-10-31,MIL,0,0
2012-10-31,MIN,0,0
2012-10-31,NO,0,0
2012-10-31,NY,0,0
2012-10-31,OKC,0,0
2012-10-31,ORL,0,0
2012-10-31,PHI,0,0
2012-10-31,PHO,0,0
2012-10-31,POR,0,0
2012-10-31,SA,0,0
2012-10-31,SAC,0,0
2012-10-31,TOR,0,0
2012-10-31,UTA,0,0
2012-10-31,WAS,84,94
2012-11-01,ATL,0,0
2012-11-01,BKN,0,0
2012-11-01,BOS,107,120
2012-11-01,CHA,0,0
2012-11-01,CHI,93,87
2012-11-01,CLE,94,84
2012-11-01,DAL,193,204
2012-11-01,DEN,75,84
2012-11-01,DET,96,105
2012-11-01,GS,87,85
2012-11-01,HOU,105,96
2012-11-01,IND,90,88
2012-11-01,LAC,101,92
2012-11-01,LAL,197,215
2012-11-01,MEM,92,101
2012-11-01,MIA,120,107
2012-11-01,MIL,0,0
2012-11-01,MIN,0,0
2012-11-01,NO,95,99
2012-11-01,NY,0,0
2012-11-01,OKC,0,0
2012-11-01,ORL,0,0
2012-11-01,PHI,84,75
2012-11-01,PHO,85,87
2012-11-01,POR,116,106
2012-11-01,SA,99,95
2012-11-01,SAC,87,93
2012-11-01,TOR,88,90
2012-11-01,UTA,113,94
2012-11-01,WAS,84,94
2012-11-02,ATL,0,0
2012-11-02,BKN,0,0
2012-11-02,BOS,107,120
2012-11-02,CHA,0,0
2012-11-02,CHI,93,87
2012-11-02,CLE,94,84
2012-11-02,DAL,193,204
2012-11-02,DEN,75,84
2012-11-02,DET,96,105
2012-11-02,GS,87,85
2012-11-02,HOU,105,96
2012-11-02,IND,90,88
2012-11-02,LAC,101,92
2012-11-02,LAL,197,215
2012-11-02,MEM,92,101
2012-11-02,MIA,120,107
2012-11-02,MIL,0,0
2012-11-02,MIN,0,0
2012-11-02,NO,95,99
2012-11-02,NY,0,0
2012-11-02,OKC,84,86
2012-11-02,ORL,0,0
2012-11-02,PHI,84,75
2012-11-02,PHO,85,87
2012-11-02,POR,116,106
2012-11-02,SA,185,179
2012-11-02,SAC,87,93
2012-11-02,TOR,88,90
2012-11-02,UTA,113,94
2012-11-02,WAS,84,94
2012-11-03,ATL,102,109
2012-11-03,BKN,0,0
2012-11-03,BOS,195,219
2012-11-03,CHA,90,89
2012-11-03,CHI,208,173
2012-11-03,CLE,180,199
2012-11-03,DAL,193,204
2012-11-03,DEN,164,186
2012-11-03,DET,185,197
2012-11-03,GS,181,189
2012-11-03,HOU,214,198
2012-11-03,IND,179,178
2012-11-03,LAC,206,187
2012-11-03,LAL,292,320
2012-11-03,MEM,196,195
2012-11-03,MIA,204,211
2012-11-03,MIL,99,88
2012-11-03,MIN,92,80
2012-11-03,NO,183,185
2012-11-03,NY,104,84
2012-11-03,OKC,190,178
2012-11-03,ORL,102,89
2012-11-03,PHI,84,75
2012-11-03,PHO,177,176
2012-11-03,POR,208,212
2012-11-03,SA,185,179
2012-11-03,SAC,167,185
2012-11-03,TOR,88,90
2012-11-03,UTA,199,182
2012-11-03,WAS,84,94
2012-11-04,ATL,102,109
2012-11-04,BKN,107,100
2012-11-04,BOS,284,305
2012-11-04,CHA,189,215
2012-11-04,CHI,290,262
2012-11-04,CLE,282,304
2012-11-04,DAL,319,303
2012-11-04,DEN,280,305
2012-11-04,DET,185,197
2012-11-04,GS,295,299
2012-11-04,HOU,299,293
2012-11-04,IND,285,276
2012-11-04,LAC,316,301
2012-11-04,LAL,292,320
2012-11-04,MEM,196,195
2012-11-04,MIA,323,327
2012-11-04,MIL,204,190
2012-11-04,MIN,92,80
2012-11-04,NO,272,267
2012-11-04,NY,104,84
2012-11-04,OKC,190,178
2012-11-04,ORL,102,89
2012-11-04,PHI,84,75
2012-11-04,PHO,177,176
2012-11-04,POR,303,297
2012-11-04,SA,295,279
2012-11-04,SAC,265,291
2012-11-04,TOR,188,197
2012-11-04,UTA,299,292
2012-11-04,WAS,170,183
2012-11-05,ATL,206,204
2012-11-05,BKN,107,100
2012-11-05,BOS,284,305
2012-11-05,CHA,189,215
2012-11-05,CHI,290,262
2012-11-05,CLE,282,304
2012-11-05,DAL,319,303
2012-11-05,DEN,280,305
2012-11-05,DET,264,305
2012-11-05,GS,295,299
2012-11-05,HOU,299,293
2012-11-05,IND,285,276
2012-11-05,LAC,316,301
2012-11-05,LAL,400,399
2012-11-05,MEM,196,195
2012-11-05,MIA,323,327
2012-11-05,MIL,204,190
2012-11-05,MIN,178,185
2012-11-05,NO,272,267
2012-11-05,NY,204,168
2012-11-05,OKC,285,282
2012-11-05,ORL,217,183
2012-11-05,PHI,168,175
2012-11-05,PHO,271,291
2012-11-05,POR,303,297
2012-11-05,SA,295,279
2012-11-05,SAC,265,291
2012-11-05,TOR,293,283
2012-11-05,UTA,299,292
2012-11-05,WAS,170,183
2012-11-06,ATL,206,204
2012-11-06,BKN,203,207
2012-11-06,BOS,284,305
2012-11-06,CHA,189,215
2012-11-06,CHI,290,262
2012-11-06,CLE,390,405
2012-11-06,DAL,433,394
2012-11-06,DEN,280,305
2012-11-06,DET,264,305
2012-11-06,GS,387,393
2012-11-06,HOU,299,293
2012-11-06,IND,364,377
2012-11-06,LAC,417,409
2012-11-06,LAL,400,399
2012-11-06,MEM,299,289
2012-11-06,MIA,447,426
2012-11-06,MIL,204,190
2012-11-06,MIN,285,281
2012-11-06,NO,272,267
2012-11-06,NY,314,256
2012-11-06,OKC,285,282
2012-11-06,ORL,217,183
2012-11-06,PHI,256,285
2012-11-06,PHO,370,415
2012-11-06,POR,394,411
2012-11-06,SA,396,358
2012-11-06,SAC,359,383
2012-11-06,TOR,293,283
2012-11-06,UTA,393,395
2012-11-06,WAS,170,183
2012-11-07,ATL,206,204
2012-11-07,BKN,203,207
2012-11-07,BOS,284,305
2012-11-07,CHA,189,215
2012-11-07,CHI,389,355
2012-11-07,CLE,390,405
2012-11-07,DAL,433,394
2012-11-07,DEN,389,402
2012-11-07,DET,361,414
2012-11-07,GS,387,393
2012-11-07,HOU,299,293
2012-11-07,IND,364,377
2012-11-07,LAC,417,409
2012-11-07,LAL,400,399
2012-11-07,MEM,299,289
2012-11-07,MIA,447,426
2012-11-07,MIL,204,190
2012-11-07,MIN,285,281
2012-11-07,NO,272,267
2012-11-07,NY,314,256
2012-11-07,OKC,393,370
2012-11-07,ORL,310,282
2012-11-07,PHI,256,285
2012-11-07,PHO,370,415
2012-11-07,POR,394,411
2012-11-07,SA,396,358
2012-11-07,SAC,359,383
2012-11-07,TOR,381,391
2012-11-07,UTA,393,395
2012-11-07,WAS,170,183
2012-11-08,ATL,295,290
2012-11-08,BKN,276,310
2012-11-08,BOS,384,399
2012-11-08,CHA,299,332
2012-11-08,CHI,389,355
2012-11-08,CLE,486,511
2012-11-08,DAL,542,498
2012-11-08,DEN,482,489
2012-11-08,DET,464,519
2012-11-08,GS,493,489
2012-11-08,HOU,386,386
2012-11-08,IND,450,466
2012-11-08,LAC,523,493
2012-11-08,LAL,486,494
2012-11-08,MEM,407,379
2012-11-08,MIA,550,499
2012-11-08,MIL,294,298
2012-11-08,MIN,375,356
2012-11-08,NO,334,344
2012-11-08,NY,314,256
2012-11-08,OKC,393,370
2012-11-08,ORL,385,372
2012-11-08,PHI,333,347
2012-11-08,PHO,487,525
2012-11-08,POR,394,411
2012-11-08,SA,480,464
2012-11-08,SAC,464,486
2012-11-08,TOR,485,500
2012-11-08,UTA,488,481
2012-11-08,WAS,264,283
2012-11-09,ATL,295,290
2012-11-09,BKN,276,310
2012-11-09,BOS,384,399
2012-11-09,CHA,299,332
2012-11-09,CHI,480,452
2012-11-09,CLE,486,511
2012-11-09,DAL,542,498
2012-11-09,DEN,482,489
2012-11-09,DET,464,519
2012-11-09,GS,493,489
2012-11-09,HOU,386,386
2012-11-09,IND,450,466
2012-11-09,LAC,626,583
2012-11-09,LAL,486,494
2012-11-09,MEM,407,379
2012-11-09,MIA,550,499
2012-11-09,MIL,294,298
2012-11-09,MIN,375,356
2012-11-09,NO,334,344
2012-11-09,NY,314,256
2012-11-09,OKC,490,461
2012-11-09,ORL,385,372
2012-11-09,PHI,333,347
2012-11-09,PHO,487,525
2012-11-09,POR,484,514
2012-11-09,SA,480,464
2012-11-09,SAC,464,486
2012-11-09,TOR,485,500
2012-11-09,UTA,488,481
2012-11-09,WAS,264,283
2012-11-10,ATL,384,385
2012-11-10,BKN,383,378
2012-11-10,BOS,484,505
2012-11-10,CHA,398,439
2012-11-10,CHI,480,452
2012-11-10,CLE,591,618
2012-11-10,DAL,636,602
2012-11-10,DEN,586,573
2012-11-10,DET,558,624
2012-11-10,GS,570,590
2012-11-10,HOU,471,479
2012-11-10,IND,544,562
2012-11-10,LAC,626,583
2012-11-10,LAL,587,571
2012-11-10,MEM,500,464
2012-11-10,MIA,645,588
2012-11-10,MIL,395,389
2012-11-10,MIN,471,450
2012-11-10,NO,441,443
2012-11-10,NY,418,350
2012-11-10,OKC,595,555
2012-11-10,ORL,453,479
2012-11-10,PHI,439,447
2012-11-10,PHO,594,630
2012-11-10,POR,484,514
2012-11-10,SA,577,550
2012-11-10,SAC,550,583
2012-11-10,TOR,485,500
2012-11-10,UTA,572,585
2012-11-10,WAS,355,384
2012-11-11,ATL,384,385
2012-11-11,BKN,383,378
2012-11-11,BOS,580,597
2012-11-11,CHA,499,536
2012-11-11,CHI,567,532
2012-11-11,CLE,591,618
2012-11-11,DAL,733,703
2012-11-11,DEN,693,674
2012-11-11,DET,640,720
2012-11-11,GS,671,697
2012-11-11,HOU,567,561
2012-11-11,IND,633,647
2012-11-11,LAC,626,583
2012-11-11,LAL,587,571
2012-11-11,MEM,500,464
2012-11-11,MIA,645,588
2012-11-11,MIL,487,485
2012-11-11,MIN,551,537
2012-11-11,NO,441,443
2012-11-11,NY,418,350
2012-11-11,OKC,595,555
2012-11-11,ORL,453,479
2012-11-11,PHI,532,530
2012-11-11,PHO,675,724
2012-11-11,POR,593,626
2012-11-11,SA,689,659
2012-11-11,SAC,550,583
2012-11-11,TOR,568,593
2012-11-11,UTA,666,666
2012-11-11,WAS,440,473
2012-11-12,ATL,460,474
2012-11-12,BKN,465,452
2012-11-12,BOS,580,597
2012-11-12,CHA,499,536
2012-11-12,CHI,567,532
2012-11-12,CLE,682,724
2012-11-12,DAL,733,703
2012-11-12,DEN,693,674
2012-11-12,DET,640,720
2012-11-12,GS,671,697
2012-11-12,HOU,567,561
2012-11-12,IND,633,647
2012-11-12,LAC,715,659
2012-11-12,LAL,690,661
2012-11-12,MEM,604,550
2012-11-12,MIA,731,692
2012-11-12,MIL,487,485
2012-11-12,MIN,551,537
2012-11-12,NO,441,443
2012-11-12,NY,418,350
2012-11-12,OKC,701,646
2012-11-12,ORL,527,561
2012-11-12,PHI,532,530
2012-11-12,PHO,675,724
2012-11-12,POR,593,626
2012-11-12,SA,689,659
2012-11-12,SAC,640,686
2012-11-12,TOR,568,593
2012-11-12,UTA,666,666
2012-11-12,WAS,440,473
2012-11-13,ATL,555,561
2012-11-13,BKN,465,452
2012-11-13,BOS,681,692
2012-11-13,CHA,499,536
2012-11-13,CHI,662,633
2012-11-13,CLE,682,724
2012-11-13,DAL,815,793
2012-11-13,DEN,793,784
2012-11-13,DET,730,812
2012-11-13,GS,671,697
2012-11-13,HOU,677,674
2012-11-13,IND,633,647
2012-11-13,LAC,715,659
2012-11-13,LAL,690,661
2012-11-13,MEM,604,550
2012-11-13,MIA,844,802
2012-11-13,MIL,592,581
2012-11-13,MIN,641,619
2012-11-13,NO,441,443
2012-11-13,NY,418,350
2012-11-13,OKC,793,736
2012-11-13,ORL,527,561
2012-11-13,PHI,628,635
2012-11-13,PHO,785,824
2012-11-13,POR,680,721
2012-11-13,SA,689,659
2012-11-13,SAC,640,686
2012-11-13,TOR,701,733
2012-11-13,UTA,806,799
2012-11-13,WAS,440,473
2012-11-14,ATL,555,561
2012-11-14,BKN,579,553
2012-11-14,BOS,681,692
2012-11-14,CHA,591,612
2012-11-14,CHI,662,633
2012-11-14,CLE,783,838
2012-11-14,DAL,815,793
2012-11-14,DEN,793,784
2012-11-14,DET,730,812
2012-11-14,GS,671,697
2012-11-14,HOU,677,674
2012-11-14,IND,705,721
2012-11-14,LAC,715,659
2012-11-14,LAL,772,745
2012-11-14,MEM,604,550
2012-11-14,MIA,844,802
2012-11-14,MIL,592,581
2012-11-14,MIN,641,619
2012-11-14,NO,441,443
2012-11-14,NY,517,439
2012-11-14,OKC,793,736
2012-11-14,ORL,616,660
2012-11-14,PHI,628,635
2012-11-14,PHO,785,824
2012-11-14,POR,783,807
2012-11-14,SA,773,741
2012-11-14,SAC,726,789
2012-11-14,TOR,775,805
2012-11-14,UTA,806,799
2012-11-14,WAS,516,565
2012-11-15,ATL,643,653
2012-11-15,BKN,579,553
2012-11-15,BOS,779,785
2012-11-15,CHA,680,699
2012-11-15,CHI,774,739
2012-11-15,CLE,783,838
2012-11-15,DAL,922,894
2012-11-15,DEN,793,784
2012-11-15,DET,824,888
2012-11-15,GS,763,785
2012-11-15,HOU,777,770
2012-11-15,IND,790,820
2012-11-15,LAC,822,759
2012-11-15,LAL,772,745
2012-11-15,MEM,711,647
2012-11-15,MIA,944,909
2012-11-15,MIL,691,666
2012-11-15,MIN,728,708
2012-11-15,NO,537,543
2012-11-15,NY,517,439
2012-11-15,OKC,890,843
2012-11-15,ORL,616,660
2012-11-15,PHI,704,729
2012-11-15,PHO,891,936
2012-11-15,POR,783,807
2012-11-15,SA,773,741
2012-11-15,SAC,726,789
2012-11-15,TOR,775,805
2012-11-15,UTA,899,897
2012-11-15,WAS,617,672
2012-11-16,ATL,643,653
2012-11-16,BKN,681,650
2012-11-16,BOS,876,887
2012-11-16,CHA,680,699
2012-11-16,CHI,774,739
2012-11-16,CLE,783,838
2012-11-16,DAL,922,894
2012-11-16,DEN,886,882
2012-11-16,DET,824,888
2012-11-16,GS,763,785
2012-11-16,HOU,777,770
2012-11-16,IND,790,820
2012-11-16,LAC,822,759
2012-11-16,LAL,772,745
2012-11-16,MEM,711,647
2012-11-16,MIA,1042,1002
2012-11-16,MIL,691,666
2012-11-16,MIN,728,708
2012-11-16,NO,537,543
2012-11-16,NY,621,539
2012-11-16,OKC,890,843
2012-11-16,ORL,616,660
2012-11-16,PHI,704,729
2012-11-16,PHO,891,936
2012-11-16,POR,783,807
2012-11-16,SA,873,845
2012-11-16,SAC,726,789
2012-11-16,TOR,775,805
2012-11-16,UTA,899,897
2012-11-16,WAS,617,672
2012-11-17,ATL,755,749
2012-11-17,BKN,681,650
2012-11-17,BOS,876,887
2012-11-17,CHA,680,699
2012-11-17,CHI,774,739
2012-11-17,CLE,783,838
2012-11-17,DAL,1005,997
2012-11-17,DEN,886,882
2012-11-17,DET,930,998
2012-11-17,GS,869,883
2012-11-17,HOU,894,889
2012-11-17,IND,893,903
2012-11-17,LAC,822,759
2012-11-17,LAL,886,847
2012-11-17,MEM,816,742
2012-11-17,MIA,1042,1002
2012-11-17,MIL,691,666
2012-11-17,MIN,826,814
2012-11-17,NO,632,653
2012-11-17,NY,716,644
2012-11-17,OKC,1000,938
2012-11-17,ORL,726,766
2012-11-17,PHI,803,822
2012-11-17,PHO,993,1050
2012-11-17,POR,902,924
2012-11-17,SA,873,845
2012-11-17,SAC,822,901
2012-11-17,TOR,775,805
2012-11-17,UTA,992,996
2012-11-17,WAS,617,672
2012-11-18,ATL,755,749
2012-11-18,BKN,681,650
2012-11-18,BOS,983,976
2012-11-18,CHA,767,793
2012-11-18,CHI,854,840
2012-11-18,CLE,878,941
2012-11-18,DAL,1108,1092
2012-11-18,DEN,986,1008
2012-11-18,DET,930,998
2012-11-18,GS,869,883
2012-11-18,HOU,894,889
2012-11-18,IND,893,903
2012-11-18,LAC,923,839
2012-11-18,LAL,886,847
2012-11-18,MEM,910,829
2012-11-18,MIA,1139,1090
2012-11-18,MIL,808,779
2012-11-18,MIN,826,814
2012-11-18,NO,745,770
2012-11-18,NY,716,644
2012-11-18,OKC,1000,938
2012-11-18,ORL,726,766
2012-11-18,PHI,803,822
2012-11-18,PHO,1081,1147
2012-11-18,POR,902,924
2012-11-18,SA,999,945
2012-11-18,SAC,822,901
2012-11-18,TOR,864,912
2012-11-18,UTA,1075,1072
2012-11-18,WAS,693,755
2012-11-19,ATL,755,749
2012-11-19,BKN,780,740
2012-11-19,BOS,1066,1079
2012-11-19,CHA,767,793
2012-11-19,CHI,948,942
2012-11-19,CLE,957,1027
2012-11-19,DAL,1108,1092
2012-11-19,DEN,986,1008
2012-11-19,DET,1033,1081
2012-11-19,GS,978,1002
2012-11-19,HOU,1002,1008
2012-11-19,IND,969,991
2012-11-19,LAC,923,839
2012-11-19,LAL,1005,955
2012-11-19,MEM,910,829
2012-11-19,MIA,1139,1090
2012-11-19,MIL,808,779
2012-11-19,MIN,826,814
2012-11-19,NO,745,770
2012-11-19,NY,804,720
2012-11-19,OKC,1119,1047
2012-11-19,ORL,812,863
2012-11-19,PHI,889,901
2012-11-19,PHO,1081,1147
2012-11-19,POR,1004,1018
2012-11-19,SA,999,945
2012-11-19,SAC,912,1000
2012-11-19,TOR,961,998
2012-11-19,UTA,1075,1072
2012-11-19,WAS,693,755
2012-11-20,ATL,836,821
2012-11-20,BKN,780,740
2012-11-20,BOS,1066,1079
2012-11-20,CHA,869,891
2012-11-20,CHI,948,942
2012-11-20,CLE,957,1027
2012-11-20,DAL,1209,1197
2012-11-20,DEN,1083,1100
2012-11-20,DET,1033,1081
2012-11-20,GS,1083,1103
2012-11-20,HOU,1093,1110
2012-11-20,IND,1065,1080
2012-11-20,LAC,1015,926
2012-11-20,LAL,1005,955
2012-11-20,MEM,1002,926
2012-11-20,MIA,1139,1090
2012-11-20,MIL,906,881
2012-11-20,MIN,826,814
2012-11-20,NO,745,770
2012-11-20,NY,804,720
2012-11-20,OKC,1119,1047
2012-11-20,ORL,884,944
2012-11-20,PHI,889,901
2012-11-20,PHO,1081,1147
2012-11-20,POR,1004,1018
2012-11-20,SA,1086,1037
2012-11-20,SAC,912,1000
2012-11-20,TOR,961,998
2012-11-20,UTA,1177,1163
2012-11-20,WAS,782,851
2012-11-21,ATL,836,821
2012-11-21,BKN,870,835
2012-11-21,BOS,1066,1079
2012-11-21,CHA,869,891
2012-11-21,CHI,948,942
2012-11-21,CLE,957,1027
2012-11-21,DAL,1209,1197
2012-11-21,DEN,1083,1100
2012-11-21,DET,1033,1081
2012-11-21,GS,1083,1103
2012-11-21,HOU,1093,1110
2012-11-21,IND,1065,1080
2012-11-21,LAC,1015,926
2012-11-21,LAL,1100,1045
2012-11-21,MEM,1002,926
2012-11-21,MIA,1139,1090
2012-11-21,MIL,906,881
2012-11-21,MIN,826,814
2012-11-21,NO,825,872
2012-11-21,NY,906,800
2012-11-21,OKC,1119,1047
2012-11-21,ORL,884,944
2012-11-21,PHI,995,999
2012-11-21,PHO,1081,1147
2012-11-21,POR,1004,1018
2012-11-21,SA,1086,1037
2012-11-21,SAC,912,1000
2012-11-21,TOR,1059,1104
2012-11-21,UTA,1177,1163
2012-11-21,WAS,782,851
2012-11-22,ATL,937,921
2012-11-22,BKN,963,937
2012-11-22,BOS,1166,1191
2012-11-22,CHA,967,988
2012-11-22,CHI,1037,1035
2012-11-22,CLE,1049,1110
2012-11-22,DAL,1323,1308
2012-11-22,DEN,1184,1194
2012-11-22,DET,1107,1171
2012-11-22,GS,1185,1196
2012-11-22,HOU,1186,1199
2012-11-22,IND,1180,1187
2012-11-22,LAC,1126,1043
2012-11-22,LAL,1197,1158
2012-11-22,MEM,1002,926
2012-11-22,MIA,1252,1196
2012-11-22,MIL,1012,994
2012-11-22,MIN,920,915
2012-11-22,NO,932,987
2012-11-22,NY,1017,914
2012-11-22,OKC,1236,1158
2012-11-22,ORL,974,1018
2012-11-22,PHI,1078,1091
2012-11-22,PHO,1195,1234
2012-11-22,POR,1091,1132
2012-11-22,SA,1198,1137
2012-11-22,SAC,1025,1097
2012-11-22,TOR,1156,1202
2012-11-22,UTA,1177,1163
2012-11-22,WAS,882,952
2012-11-24,ATL,1038,1012
2012-11-24,BKN,1049,1013
2012-11-24,BOS,1274,1291
2012-11-24,CHA,1058,1089
2012-11-24,CHI,1037,1035
2012-11-24,CLE,1153,1218
2012-11-24,DAL,1323,1308
2012-11-24,DEN,1286,1285
2012-11-24,DET,1198,1261
2012-11-24,GS,1276,1298
2012-11-24,HOU,1317,1302
2012-11-24,IND,1277,1291
2012-11-24,LAC,1202,1129
2012-11-24,LAL,1295,1264
2012-11-24,MEM,1108,1024
2012-11-24,MIA,1252,1196
2012-11-24,MIL,1012,994
2012-11-24,MIN,1015,1018
2012-11-24,NO,1040,1098
2012-11-24,NY,1120,1045
2012-11-24,OKC,1336,1266
2012-11-24,ORL,1082,1122
2012-11-24,PHI,1078,1091
2012-11-24,PHO,1306,1342
2012-11-24,POR,1194,1227
2012-11-24,SA,1302,1234
2012-11-24,SAC,1127,1201
2012-11-24,TOR,1246,1293
2012-11-24,UTA,1281,1265
2012-11-24,WAS,882,952
2012-11-25,ATL,1142,1105
2012-11-25,BKN,1049,1013
2012-11-25,BOS,1274,1291
2012-11-25,CHA,1166,1195
2012-11-25,CHI,1130,1121
2012-11-25,CLE,1261,1328
2012-11-25,DAL,1412,1423
2012-11-25,DEN,1286,1285
2012-11-25,DET,1198,1261
2012-11-25,GS,1372,1383
2012-11-25,HOU,1317,1302
2012-11-25,IND,1277,1291
2012-11-25,LAC,1295,1233
2012-11-25,LAL,1410,1353
2012-11-25,MEM,1108,1024
2012-11-25,MIA,1362,1304
2012-11-25,MIL,1098,1087
2012-11-25,MIN,1100,1114
2012-11-25,NO,1040,1098
2012-11-25,NY,1120,1045
2012-11-25,OKC,1452,1375
2012-11-25,ORL,1082,1122
2012-11-25,PHI,1187,1207
2012-11-25,PHO,1306,1342
2012-11-25,POR,1194,1227
2012-11-25,SA,1302,1234
2012-11-25,SAC,1235,1298
2012-11-25,TOR,1246,1293
2012-11-25,UTA,1378,1373
2012-11-25,WAS,988,1060
2012-11-26,ATL,1142,1105
2012-11-26,BKN,1147,1098
2012-11-26,BOS,1390,1401
2012-11-26,CHA,1166,1195
2012-11-26,CHI,1130,1121
2012-11-26,CLE,1261,1328
2012-11-26,DAL,1412,1423
2012-11-26,DEN,1388,1369
2012-11-26,DET,1298,1382
2012-11-26,GS,1372,1383
2012-11-26,HOU,1317,1302
2012-11-26,IND,1277,1291
2012-11-26,LAC,1295,1233
2012-11-26,LAL,1410,1353
2012-11-26,MEM,1108,1024
2012-11-26,MIA,1362,1304
2012-11-26,MIL,1098,1087
2012-11-26,MIN,1100,1114
2012-11-26,NO,1124,1200
2012-11-26,NY,1241,1145
2012-11-26,OKC,1452,1375
2012-11-26,ORL,1192,1238
2012-11-26,PHI,1291,1308
2012-11-26,PHO,1407,1446
2012-11-26,POR,1279,1325
2012-11-26,SA,1413,1340
2012-11-26,SAC,1235,1298
2012-11-26,TOR,1352,1404
2012-11-26,UTA,1378,1373
2012-11-26,WAS,988,1060
2012-11-27,ATL,1142,1105
2012-11-27,BKN,1243,1187
2012-11-27,BOS,1390,1401
2012-11-27,CHA,1235,1309
2012-11-27,CHI,1222,1214
2012-11-27,CLE,1339,1412
2012-11-27,DAL,1412,1423
2012-11-27,DEN,1491,1474
2012-11-27,DET,1406,1483
2012-11-27,GS,1372,1383
2012-11-27,HOU,1317,1302
2012-11-27,IND,1277,1291
2012-11-27,LAC,1393,1338
2012-11-27,LAL,1410,1353
2012-11-27,MEM,1192,1102
2012-11-27,MIA,1362,1304
2012-11-27,MIL,1191,1179
2012-11-27,MIN,1100,1114
2012-11-27,NO,1229,1298
2012-11-27,NY,1330,1241
2012-11-27,OKC,1566,1444
2012-11-27,ORL,1192,1238
2012-11-27,PHI,1291,1308
2012-11-27,PHO,1407,1446
2012-11-27,POR,1380,1433
2012-11-27,SA,1531,1432
2012-11-27,SAC,1235,1298
2012-11-27,TOR,1352,1404
2012-11-27,UTA,1483,1476
2012-11-27,WAS,1080,1178
2012-11-28,ATL,1142,1105
2012-11-28,BKN,1243,1187
2012-11-28,BOS,1390,1401
2012-11-28,CHA,1235,1309
2012-11-28,CHI,1222,1214
2012-11-28,CLE,1417,1503
2012-11-28,DAL,1510,1523
2012-11-28,DEN,1491,1474
2012-11-28,DET,1406,1483
2012-11-28,GS,1372,1383
2012-11-28,HOU,1434,1403
2012-11-28,IND,1356,1368
2012-11-28,LAC,1393,1338
2012-11-28,LAL,1487,1432
2012-11-28,MEM,1192,1102
2012-11-28,MIA,1362,1304
2012-11-28,MIL,1191,1179
2012-11-28,MIN,1197,1203
2012-11-28,NO,1229,1298
2012-11-28,NY,1330,1241
2012-11-28,OKC,1566,1444
2012-11-28,ORL,1192,1238
2012-11-28,PHI,1391,1406
2012-11-28,PHO,1498,1524
2012-11-28,POR,1380,1433
2012-11-28,SA,1531,1432
2012-11-28,SAC,1324,1395
2012-11-28,TOR,1453,1521
2012-11-28,UTA,1483,1476
2012-11-28,WAS,1080,1178
2012-11-29,ATL,1236,1196
2012-11-29,BKN,1338,1270
2012-11-29,BOS,1473,1496
2012-11-29,CHA,1326,1403
2012-11-29,CHI,1323,1292
2012-11-29,CLE,1417,1503
2012-11-29,DAL,1588,1624
2012-11-29,DEN,1491,1474
2012-11-29,DET,1523,1560
2012-11-29,GS,1372,1383
2012-11-29,HOU,1532,1523
2012-11-29,IND,1356,1368
2012-11-29,LAC,1494,1433
2012-11-29,LAL,1487,1432
2012-11-29,MEM,1295,1184
2012-11-29,MIA,1362,1304
2012-11-29,MIL,1279,1281
2012-11-29,MIN,1292,1304
2012-11-29,NO,1313,1394
2012-11-29,NY,1432,1329
2012-11-29,OKC,1686,1542
2012-11-29,ORL,1281,1348
2012-11-29,PHI,1391,1406
2012-11-29,PHO,1575,1641
2012-11-29,POR,1462,1517
2012-11-29,SA,1641,1521
2012-11-29,SAC,1324,1395
2012-11-29,TOR,1535,1624
2012-11-29,UTA,1579,1560
2012-11-29,WAS,1164,1260
2012-11-30,ATL,1236,1196
2012-11-30,BKN,1338,1270
2012-11-30,BOS,1473,1496
2012-11-30,CHA,1326,1403
2012-11-30,CHI,1323,1292
2012-11-30,CLE,1417,1503
2012-11-30,DAL,1588,1624
2012-11-30,DEN,1596,1580
2012-11-30,DET,1523,1560
2012-11-30,GS,1478,1488
2012-11-30,HOU,1532,1523
2012-11-30,IND,1356,1368
2012-11-30,LAC,1494,1433
2012-11-30,LAL,1487,1432
2012-11-30,MEM,1295,1184
2012-11-30,MIA,1467,1404
2012-11-30,MIL,1279,1281
2012-11-30,MIN,1292,1304
2012-11-30,NO,1313,1394
2012-11-30,NY,1432,1329
2012-11-30,OKC,1686,1542
2012-11-30,ORL,1281,1348
2012-11-30,PHI,1391,1406
2012-11-30,PHO,1575,1641
2012-11-30,POR,1462,1517
2012-11-30,SA,1741,1626
2012-11-30,SAC,1324,1395
2012-11-30,TOR,1535,1624
2012-11-30,UTA,1579,1560
2012-11-30,WAS,1164,1260
2012-12-01,ATL,1347,1309
2012-12-01,BKN,1436,1356
2012-12-01,BOS,1569,1574
2012-12-01,CHA,1424,1507
2012-12-01,CHI,1323,1292
2012-12-01,CLE,1530,1614
2012-12-01,DAL,1588,1624
