gmDate,teamAbbr,ptsFor,ptsAgnst
2013-04-18,CLE,7913,8297
2013-04-18,DAL,8293,8342
2013-04-18,DEN,8704,8287
2013-04-18,DET,7778,8105
2013-04-18,GS,8296,8223
2013-04-18,HOU,8688,8403
2013-04-18,IND,7674,7348
2013-04-18,LAC,8289,7760
2013-04-18,LAL,8381,8286
2013-04-18,MEM,7659,7319
2013-04-18,MIA,8436,7791
2013-04-18,MIL,8108,8231
2013-04-18,MIN,7851,8045
2013-04-18,NO,7714,8031
2013-04-18,NY,8196,7849
2013-04-18,OKC,8669,7914
2013-04-18,ORL,7718,8291
2013-04-18,PHI,7640,7914
2013-04-18,PHO,7805,8335
2013-04-18,POR,7995,8255
2013-04-18,SA,8448,7923
2013-04-18,SAC,8219,8619
2013-04-18,TOR,7971,8092
2013-04-18,UTA,8038,8045
2013-04-18,WAS,7644,7852
2013-10-30,ATL,0,0
2013-10-30,BKN,0,0
2013-10-30,BOS,0,0
2013-10-30,CHA,0,0
2013-10-30,CHI,95,107
2013-10-30,CLE,0,0
2013-10-30,DAL,0,0
2013-10-30,DEN,0,0
2013-10-30,DET,0,0
2013-10-30,GS,0,0
2013-10-30,HOU,0,0
2013-10-30,IND,97,87
2013-10-30,LAC,103,116
2013-10-30,LAL,116,103
2013-10-30,MEM,0,0
2013-10-30,MIA,107,95
2013-10-30,MIL,0,0
2013-10-30,MIN,0,0
2013-10-30,NO,0,0
2013-10-30,NY,0,0
2013-10-30,OKC,0,0
2013-10-30,ORL,87,97
2013-10-30,PHI,0,0
2013-10-30,PHO,0,0
2013-10-30,POR,0,0
2013-10-30,SA,0,0
2013-10-30,SAC,0,0
2013-10-30,TOR,0,0
2013-10-30,UTA,0,0
2013-10-30,WAS,0,0
2013-10-31,ATL,109,118
2013-10-31,BKN,94,98
2013-10-31,BOS,87,93
2013-10-31,CHA,83,96
2013-10-31,CHI,95,107
2013-10-31,CLE,98,94
2013-10-31,DAL,118,109
2013-10-31,DEN,88,90
2013-10-31,DET,113,102
2013-10-31,GS,125,94
2013-10-31,HOU,96,83
2013-10-31,IND,192,177
2013-10-31,LAC,103,116
2013-10-31,LAL,210,228
2013-10-31,MEM,94,101
2013-10-31,MIA,217,209
2013-10-31,MIL,83,90
2013-10-31,MIN,120,115
2013-10-31,NO,90,95
2013-10-31,NY,90,83
2013-10-31,OKC,101,98
2013-10-31,ORL,202,217
2013-10-31,PHI,114,110
2013-10-31,PHO,104,91
2013-10-31,POR,91,104
2013-10-31,SA,101,94
2013-10-31,SAC,90,88
2013-10-31,TOR,93,87
2013-10-31,UTA,98,101
2013-10-31,WAS,102,113
2013-11-01,ATL,109,118
2013-11-01,BKN,94,98
2013-11-01,BOS,87,93
2013-11-01,CHA,83,96
2013-11-01,CHI,177,188
2013-11-01,CLE,98,94
2013-11-01,DAL,118,109
2013-11-01,DEN,88,90
2013-11-01,DET,113,102
2013-11-01,GS,240,220
2013-11-01,HOU,96,83
2013-11-01,IND,192,177
2013-11-01,LAC,229,231
2013-11-01,LAL,210,228
2013-11-01,MEM,94,101
2013-11-01,MIA,217,209
2013-11-01,MIL,83,90
2013-11-01,MIN,120,115
2013-11-01,NO,90,95
2013-11-01,NY,171,165
2013-11-01,OKC,101,98
2013-11-01,ORL,202,217
2013-11-01,PHI,114,110
2013-11-01,PHO,104,91
2013-11-01,POR,91,104
2013-11-01,SA,101,94
2013-11-01,SAC,90,88
2013-11-01,TOR,93,87
2013-11-01,UTA,98,101
2013-11-01,WAS,102,113
2013-11-02,ATL,211,213
2013-11-02,BKN,195,198
2013-11-02,BOS,175,198
2013-11-02,CHA,173,180
2013-11-02,CHI,177,188
2013-11-02,CLE,182,184
2013-11-02,DAL,223,222
2013-11-02,DEN,186,203
2013-11-02,DET,221,213
2013-11-02,GS,240,220
2013-11-02,HOU,209,188
2013-11-02,IND,192,177
2013-11-02,LAC,339,332
2013-11-02,LAL,295,319
2013-11-02,MEM,205,209
2013-11-02,MIA,317,310
2013-11-02,MIL,188,178
2013-11-02,MIN,220,196
2013-11-02,NO,180,205
2013-11-02,NY,171,165
2013-11-02,OKC,182,198
2013-11-02,ORL,312,307
2013-11-02,PHI,223,212
2013-11-02,PHO,191,175
2013-11-02,POR,204,202
2013-11-02,SA,192,179
2013-11-02,SAC,191,198
2013-11-02,TOR,188,189
2013-11-02,UTA,182,188
2013-11-02,WAS,204,222
2013-11-03,ATL,211,213
2013-11-03,BKN,195,198
2013-11-03,BOS,175,198
2013-11-03,CHA,257,285
2013-11-03,CHI,281,295
2013-11-03,CLE,256,273
2013-11-03,DAL,334,321
2013-11-03,DEN,186,203
2013-11-03,DET,221,213
2013-11-03,GS,338,307
2013-11-03,HOU,313,281
2013-11-03,IND,281,251
2013-11-03,LAC,339,332
2013-11-03,LAL,295,319
2013-11-03,MEM,304,320
2013-11-03,MIA,317,310
2013-11-03,MIL,278,285
2013-11-03,MIN,220,196
2013-11-03,NO,285,289
2013-11-03,NY,171,165
2013-11-03,OKC,182,198
2013-11-03,ORL,312,307
2013-11-03,PHI,330,316
2013-11-03,PHO,191,175
2013-11-03,POR,319,307
2013-11-03,SA,297,294
2013-11-03,SAC,278,296
2013-11-03,TOR,285,279
2013-11-03,UTA,275,292
2013-11-03,WAS,204,222
2013-11-04,ATL,314,318
2013-11-04,BKN,281,305
2013-11-04,BOS,252,285
2013-11-04,CHA,257,285
2013-11-04,CHI,281,295
2013-11-04,CLE,256,273
2013-11-04,DAL,334,321
2013-11-04,DEN,186,203
2013-11-04,DET,308,290
2013-11-04,GS,338,307
2013-11-04,HOU,313,281
2013-11-04,IND,281,251
2013-11-04,LAC,339,332
2013-11-04,LAL,400,422
2013-11-04,MEM,304,320
2013-11-04,MIA,420,403
2013-11-04,MIL,278,285
2013-11-04,MIN,329,296
2013-11-04,NO,285,289
2013-11-04,NY,271,274
2013-11-04,OKC,285,294
2013-11-04,ORL,419,393
2013-11-04,PHI,330,316
2013-11-04,PHO,287,278
2013-11-04,POR,319,307
2013-11-04,SA,297,294
2013-11-04,SAC,278,296
2013-11-04,TOR,285,279
2013-11-04,UTA,275,292
2013-11-04,WAS,297,325
2013-11-05,ATL,314,318
2013-11-05,BKN,281,305
2013-11-05,BOS,340,380
2013-11-05,CHA,257,285
2013-11-05,CHI,281,295
2013-11-05,CLE,349,365
2013-11-05,DAL,334,321
2013-11-05,DEN,186,203
2013-11-05,DET,308,290
2013-11-05,GS,448,397
2013-11-05,HOU,431,418
2013-11-05,IND,281,251
2013-11-05,LAC,476,450
2013-11-05,LAL,400,422
2013-11-05,MEM,399,408
2013-11-05,MIA,420,403
2013-11-05,MIL,278,285
2013-11-05,MIN,421,389
2013-11-05,NO,285,289
2013-11-05,NY,271,274
2013-11-05,OKC,285,294
2013-11-05,ORL,419,393
2013-11-05,PHI,420,426
2013-11-05,PHO,287,278
2013-11-05,POR,319,307
2013-11-05,SA,297,294
2013-11-05,SAC,278,296
2013-11-05,TOR,285,279
2013-11-05,UTA,275,292
2013-11-05,WAS,297,325
2013-11-06,ATL,419,418
2013-11-06,BKN,385,393
2013-11-06,BOS,340,380
2013-11-06,CHA,359,382
2013-11-06,CHI,281,295
2013-11-06,CLE,349,365
2013-11-06,DAL,457,425
2013-11-06,DEN,280,305
2013-11-06,DET,399,389
2013-11-06,GS,448,397
2013-11-06,HOU,547,519
2013-11-06,IND,380,342
2013-11-06,LAC,476,450
2013-11-06,LAL,504,545
2013-11-06,MEM,399,408
2013-11-06,MIA,524,498
2013-11-06,MIL,278,285
2013-11-06,MIN,421,389
2013-11-06,NO,383,393
2013-11-06,NY,368,376
2013-11-06,OKC,285,294
2013-11-06,ORL,419,393
2013-11-06,PHI,420,426
2013-11-06,PHO,391,376
2013-11-06,POR,420,423
2013-11-06,SA,399,388
2013-11-06,SAC,378,401
2013-11-06,TOR,380,383
2013-11-06,UTA,363,396
2013-11-06,WAS,297,325
2013-11-07,ATL,419,418
2013-11-07,BKN,385,393
2013-11-07,BOS,437,467
2013-11-07,CHA,451,472
2013-11-07,CHI,361,392
2013-11-07,CLE,453,474
2013-11-07,DAL,550,532
2013-11-07,DEN,280,305
2013-11-07,DET,399,389
2013-11-07,GS,554,490
2013-11-07,HOU,547,519
2013-11-07,IND,477,422
2013-11-07,LAC,566,548
2013-11-07,LAL,504,545
2013-11-07,MEM,483,507
2013-11-07,MIA,524,498
2013-11-07,MIL,387,389
2013-11-07,MIN,514,495
2013-11-07,NO,482,477
2013-11-07,NY,368,376
2013-11-07,OKC,392,387
2013-11-07,ORL,517,483
2013-11-07,PHI,522,542
2013-11-07,PHO,487,475
2013-11-07,POR,420,423
2013-11-07,SA,498,484
2013-11-07,SAC,378,401
2013-11-07,TOR,470,475
2013-11-07,UTA,450,493
2013-11-07,WAS,413,427
2013-11-08,ATL,526,527
2013-11-08,BKN,385,393
2013-11-08,BOS,437,467
2013-11-08,CHA,451,472
2013-11-08,CHI,361,392
2013-11-08,CLE,453,474
2013-11-08,DAL,550,532
2013-11-08,DEN,389,412
2013-11-08,DET,399,389
2013-11-08,GS,554,490
2013-11-08,HOU,645,618
2013-11-08,IND,477,422
2013-11-08,LAC,663,650
2013-11-08,LAL,603,643
2013-11-08,MEM,483,507
2013-11-08,MIA,626,595
2013-11-08,MIL,387,389
2013-11-08,MIN,514,495
2013-11-08,NO,482,477
2013-11-08,NY,368,376
2013-11-08,OKC,392,387
2013-11-08,ORL,517,483
2013-11-08,PHI,522,542
2013-11-08,PHO,487,475
2013-11-08,POR,420,423
2013-11-08,SA,498,484
2013-11-08,SAC,378,401
2013-11-08,TOR,470,475
2013-11-08,UTA,450,493
2013-11-08,WAS,413,427
2013-11-09,ATL,526,527
2013-11-09,BKN,493,505
2013-11-09,BOS,528,556
2013-11-09,CHA,542,573
2013-11-09,CHI,458,465
2013-11-09,CLE,532,568
2013-11-09,DAL,658,648
2013-11-09,DEN,492,526
2013-11-09,DET,509,508
2013-11-09,GS,628,566
2013-11-09,HOU,645,618
2013-11-09,IND,568,506
2013-11-09,LAC,663,650
2013-11-09,LAL,688,739
2013-11-09,MEM,483,507
2013-11-09,MIA,626,595
2013-11-09,MIL,387,389
2013-11-09,MIN,630,603
2013-11-09,NO,578,562
2013-11-09,NY,469,467
2013-11-09,OKC,511,497
2013-11-09,ORL,606,574
2013-11-09,PHI,616,621
2013-11-09,PHO,601,578
2013-11-09,POR,524,514
2013-11-09,SA,574,558
2013-11-09,SAC,469,505
2013-11-09,TOR,554,566
2013-11-09,UTA,523,590
2013-11-09,WAS,525,535
2013-11-10,ATL,630,621
2013-11-10,BKN,584,601
2013-11-10,BOS,639,666
2013-11-10,CHA,542,573
2013-11-10,CHI,458,465
2013-11-10,CLE,659,693
2013-11-10,DAL,749,731
2013-11-10,DEN,492,526
2013-11-10,DET,509,508
2013-11-10,GS,718,674
2013-11-10,HOU,739,725
2013-11-10,IND,664,597
2013-11-10,LAC,770,744
2013-11-10,LAL,688,739
2013-11-10,MEM,591,597
2013-11-10,MIA,736,706
2013-11-10,MIL,470,480
2013-11-10,MIN,630,603
2013-11-10,NO,578,562
2013-11-10,NY,469,467
2013-11-10,OKC,511,497
2013-11-10,ORL,700,678
2013-11-10,PHI,741,748
2013-11-10,PHO,601,578
2013-11-10,POR,620,599
2013-11-10,SA,574,558
2013-11-10,SAC,554,601
2013-11-10,TOR,669,657
2013-11-10,UTA,614,705
2013-11-10,WAS,525,535
2013-11-11,ATL,630,621
2013-11-11,BKN,584,601
2013-11-11,BOS,639,666
2013-11-11,CHA,542,573
2013-11-11,CHI,458,465
2013-11-11,CLE,659,693
2013-11-11,DAL,749,731
2013-11-11,DEN,492,526
2013-11-11,DET,509,508
2013-11-11,GS,718,674
2013-11-11,HOU,739,725
2013-11-11,IND,664,597
2013-11-11,LAC,770,744
2013-11-11,LAL,778,852
2013-11-11,MEM,591,597
2013-11-11,MIA,736,706
2013-11-11,MIL,470,480
2013-11-11,MIN,743,693
2013-11-11,NO,672,663
2013-11-11,NY,558,587
2013-11-11,OKC,617,602
2013-11-11,ORL,700,678
2013-11-11,PHI,741,748
2013-11-11,PHO,702,672
2013-11-11,POR,620,599
2013-11-11,SA,694,647
2013-11-11,SAC,554,601
2013-11-11,TOR,669,657
2013-11-11,UTA,614,705
2013-11-11,WAS,630,641
2013-11-12,ATL,733,715
2013-11-12,BKN,584,601
2013-11-12,BOS,759,771
2013-11-12,CHA,636,676
2013-11-12,CHI,554,546
2013-11-12,CLE,740,789
2013-11-12,DAL,749,731
2013-11-12,DEN,592,607
2013-11-12,DET,612,617
2013-11-12,GS,718,674
2013-11-12,HOU,849,829
2013-11-12,IND,759,676
2013-11-12,LAC,879,851
2013-11-12,LAL,778,852
2013-11-12,MEM,670,692
2013-11-12,MIA,736,706
2013-11-12,MIL,470,480
2013-11-12,MIN,850,802
2013-11-12,NO,672,663
2013-11-12,NY,558,587
2013-11-12,OKC,617,602
2013-11-12,ORL,805,798
2013-11-12,PHI,826,857
2013-11-12,PHO,702,672
2013-11-12,POR,729,702
2013-11-12,SA,803,732
2013-11-12,SAC,554,601
2013-11-12,TOR,773,767
2013-11-12,UTA,695,805
2013-11-12,WAS,630,641
2013-11-13,ATL,733,715
2013-11-13,BKN,584,601
2013-11-13,BOS,759,771
2013-11-13,CHA,636,676
2013-11-13,CHI,554,546
2013-11-13,CLE,740,789
2013-11-13,DAL,854,826
2013-11-13,DEN,592,607
2013-11-13,DET,707,730
2013-11-13,GS,831,769
2013-11-13,HOU,849,829
2013-11-13,IND,759,676
2013-11-13,LAC,879,851
2013-11-13,LAL,894,947
2013-11-13,MEM,670,692
2013-11-13,MIA,854,801
2013-11-13,MIL,565,598
2013-11-13,MIN,850,802
2013-11-13,NO,767,779
2013-11-13,NY,558,587
2013-11-13,OKC,617,602
2013-11-13,ORL,805,798
2013-11-13,PHI,826,857
2013-11-13,PHO,702,672
2013-11-13,POR,729,702
2013-11-13,SA,803,732
2013-11-13,SAC,554,601
2013-11-13,TOR,773,767
2013-11-13,UTA,695,805
2013-11-13,WAS,725,746
2013-11-14,ATL,824,810
2013-11-14,BKN,670,708
2013-11-14,BOS,842,860
2013-11-14,CHA,725,759
2013-11-14,CHI,554,546
2013-11-14,CLE,835,913
2013-11-14,DAL,854,826
2013-11-14,DEN,703,706
2013-11-14,DET,707,730
2013-11-14,GS,831,769
2013-11-14,HOU,966,952
2013-11-14,IND,759,676
2013-11-14,LAC,990,954
2013-11-14,LAL,993,1058
2013-11-14,MEM,757,795
2013-11-14,MIA,854,801
2013-11-14,MIL,656,692
2013-11-14,MIN,974,897
2013-11-14,NO,872,890
2013-11-14,NY,653,678
2013-11-14,OKC,720,713
2013-11-14,ORL,899,889
2013-11-14,PHI,949,974
2013-11-14,PHO,791,762
2013-11-14,POR,819,791
2013-11-14,SA,895,811
2013-11-14,SAC,661,687
2013-11-14,TOR,876,854
2013-11-14,UTA,806,910
2013-11-14,WAS,804,838
2013-11-15,ATL,824,810
2013-11-15,BKN,670,708
2013-11-15,BOS,842,860
2013-11-15,CHA,725,759
2013-11-15,CHI,554,546
2013-11-15,CLE,835,913
2013-11-15,DAL,854,826
2013-11-15,DEN,703,706
2013-11-15,DET,707,730
2013-11-15,GS,947,884
2013-11-15,HOU,1075,1058
2013-11-15,IND,759,676
2013-11-15,LAC,990,954
2013-11-15,LAL,993,1058
2013-11-15,MEM,757,795
2013-11-15,MIA,854,801
2013-11-15,MIL,656,692
2013-11-15,MIN,974,897
2013-11-15,NO,872,890
2013-11-15,NY,759,787
2013-11-15,OKC,835,829
2013-11-15,ORL,899,889
2013-11-15,PHI,949,974
2013-11-15,PHO,791,762
2013-11-15,POR,819,791
2013-11-15,SA,895,811
2013-11-15,SAC,661,687
2013-11-15,TOR,876,854
2013-11-15,UTA,806,910
2013-11-15,WAS,804,838
2013-11-16,ATL,937,913
2013-11-16,BKN,770,806
2013-11-16,BOS,938,969
2013-11-16,CHA,811,839
2013-11-16,CHI,650,626
2013-11-16,CLE,915,999
2013-11-16,DAL,958,936
2013-11-16,DEN,820,819
2013-11-16,DET,804,820
2013-11-16,GS,947,884
2013-11-16,HOU,1075,1058
2013-11-16,IND,863,753
2013-11-16,LAC,990,954
2013-11-16,LAL,1079,1147
2013-11-16,MEM,846,881
2013-11-16,MIA,964,905
2013-11-16,MIL,733,796
2013-11-16,MIN,1087,1014
2013-11-16,NO,872,890
2013-11-16,NY,759,787
2013-11-16,OKC,835,829
2013-11-16,ORL,899,889
2013-11-16,PHI,1052,1087
2013-11-16,PHO,889,862
2013-11-16,POR,928,887
2013-11-16,SA,986,893
2013-11-16,SAC,751,784
2013-11-16,TOR,956,950
2013-11-16,UTA,888,1001
2013-11-16,WAS,804,838
2013-11-17,ATL,1047,1003
2013-11-17,BKN,873,916
2013-11-17,BOS,1026,1075
2013-11-17,CHA,892,936
2013-11-17,CHI,760,720
2013-11-17,CLE,1018,1095
2013-11-17,DAL,1066,1036
2013-11-17,DEN,931,941
2013-11-17,DET,804,820
2013-11-17,GS,1049,972
2013-11-17,HOU,1197,1169
2013-11-17,IND,957,863
2013-11-17,LAC,1100,1057
2013-11-17,LAL,1079,1147
2013-11-17,MEM,846,881
2013-11-17,MIA,1061,986
2013-11-17,MIL,812,888
2013-11-17,MIN,1193,1102
2013-11-17,NO,1007,988
2013-11-17,NY,849,897
2013-11-17,OKC,927,908
2013-11-17,ORL,999,997
2013-11-17,PHI,1150,1222
2013-11-17,PHO,889,862
2013-11-17,POR,928,887
2013-11-17,SA,986,893
2013-11-17,SAC,751,784
2013-11-17,TOR,956,950
2013-11-17,UTA,976,1103
2013-11-17,WAS,900,941
2013-11-18,ATL,1047,1003
2013-11-18,BKN,873,916
2013-11-18,BOS,1026,1075
2013-11-18,CHA,892,936
2013-11-18,CHI,760,720
2013-11-18,CLE,1018,1095
2013-11-18,DAL,1066,1036
2013-11-18,DEN,931,941
2013-11-18,DET,903,934
2013-11-18,GS,1049,972
2013-11-18,HOU,1197,1169
2013-11-18,IND,957,863
2013-11-18,LAC,1100,1057
2013-11-18,LAL,1193,1246
2013-11-18,MEM,943,967
2013-11-18,MIA,1061,986
2013-11-18,MIL,812,888
2013-11-18,MIN,1193,1102
2013-11-18,NO,1007,988
2013-11-18,NY,849,897
2013-11-18,OKC,927,908
2013-11-18,ORL,999,997
2013-11-18,PHI,1150,1222
2013-11-18,PHO,889,862
2013-11-18,POR,1046,997
2013-11-18,SA,986,893
2013-11-18,SAC,837,881
2013-11-18,TOR,1066,1068
2013-11-18,UTA,976,1103
2013-11-18,WAS,900,941
2013-11-19,ATL,1047,1003
2013-11-19,BKN,971,1024
2013-11-19,BOS,1026,1075
2013-11-19,CHA,973,1022
2013-11-19,CHI,846,801
2013-11-19,CLE,1018,1095
2013-11-19,DAL,1163,1130
2013-11-19,DEN,1044,1056
2013-11-19,DET,903,934
2013-11-19,GS,1147,1059
2013-11-19,HOU,1197,1169
2013-11-19,IND,957,863
2013-11-19,LAC,1202,1163
2013-11-19,LAL,1193,1246
2013-11-19,MEM,1049,1069
2013-11-19,MIA,1061,986
2013-11-19,MIL,812,888
2013-11-19,MIN,1193,1102
2013-11-19,NO,1007,988
2013-11-19,NY,849,897
2013-11-19,OKC,1042,1021
2013-11-19,ORL,999,997
2013-11-19,PHI,1244,1319
2013-11-19,PHO,889,862
2013-11-19,POR,1154,1095
2013-11-19,SA,986,893
2013-11-19,SAC,837,881
2013-11-19,TOR,1066,1068
2013-11-19,UTA,1063,1201
2013-11-19,WAS,900,941
2013-11-20,ATL,1135,1107
2013-11-20,BKN,971,1024
2013-11-20,BOS,1111,1184
2013-11-20,CHA,973,1022
2013-11-20,CHI,846,801
2013-11-20,CLE,1018,1095
2013-11-20,DAL,1163,1130
2013-11-20,DEN,1044,1056
2013-11-20,DET,995,1020
2013-11-20,GS,1147,1059
2013-11-20,HOU,1306,1254
2013-11-20,IND,957,863
2013-11-20,LAC,1202,1163
2013-11-20,LAL,1193,1246
2013-11-20,MEM,1049,1069
2013-11-20,MIA,1165,1074
2013-11-20,MIL,812,888
2013-11-20,MIN,1293,1206
2013-11-20,NO,1007,988
2013-11-20,NY,935,989
2013-11-20,OKC,1042,1021
2013-11-20,ORL,999,997
2013-11-20,PHI,1244,1319
2013-11-20,PHO,993,969
2013-11-20,POR,1154,1095
2013-11-20,SA,986,893
2013-11-20,SAC,944,985
2013-11-20,TOR,1066,1068
2013-11-20,UTA,1063,1201
2013-11-20,WAS,1004,1041
2013-11-21,ATL,1228,1192
2013-11-21,BKN,1062,1119
2013-11-21,BOS,1214,1288
2013-11-21,CHA,1068,1113
2013-11-21,CHI,846,801
2013-11-21,CLE,1109,1193
2013-11-21,DAL,1286,1250
2013-11-21,DEN,1044,1056
2013-11-21,DET,1080,1113
2013-11-21,GS,1228,1147
2013-11-21,HOU,1426,1377
2013-11-21,IND,1060,959
2013-11-21,LAC,1304,1261
2013-11-21,LAL,1193,1246
2013-11-21,MEM,1137,1150
2013-11-21,MIA,1285,1166
2013-11-21,MIL,894,979
2013-11-21,MIN,1391,1308
2013-11-21,NO,1112,1086
2013-11-21,NY,1031,1092
2013-11-21,OKC,1042,1021
2013-11-21,ORL,1091,1117
2013-11-21,PHI,1342,1427
2013-11-21,PHO,1099,1082
2013-11-21,POR,1245,1177
2013-11-21,SA,1090,986
2013-11-21,SAC,1057,1091
2013-11-21,TOR,1174,1166
2013-11-21,UTA,1161,1306
2013-11-21,WAS,1102,1132
2013-11-22,ATL,1228,1192
2013-11-22,BKN,1062,1119
2013-11-22,BOS,1214,1288
2013-11-22,CHA,1068,1113
2013-11-22,CHI,933,898
2013-11-22,CLE,1109,1193
2013-11-22,DAL,1286,1250
2013-11-22,DEN,1141,1143
2013-11-22,DET,1080,1113
2013-11-22,GS,1228,1147
2013-11-22,HOU,1426,1377
2013-11-22,IND,1060,959
2013-11-22,LAC,1395,1366
2013-11-22,LAL,1193,1246
2013-11-22,MEM,1137,1150
2013-11-22,MIA,1285,1166
2013-11-22,MIL,894,979
2013-11-22,MIN,1391,1308
2013-11-22,NO,1112,1086
2013-11-22,NY,1031,1092
2013-11-22,OKC,1147,1112
2013-11-22,ORL,1091,1117
2013-11-22,PHI,1342,1427
2013-11-22,PHO,1099,1082
2013-11-22,POR,1245,1177
2013-11-22,SA,1090,986
2013-11-22,SAC,1057,1091
2013-11-22,TOR,1174,1166
2013-11-22,UTA,1161,1306
2013-11-22,WAS,1102,1132
2013-11-23,ATL,1324,1281
2013-11-23,BKN,1143,1230
2013-11-23,BOS,1296,1385
2013-11-23,CHA,1159,1211
2013-11-23,CHI,1028,996
2013-11-23,CLE,1209,1297
2013-11-23,DAL,1389,1343
2013-11-23,DEN,1141,1143
2013-11-23,DET,1169,1209
2013-11-23,GS,1323,1249
2013-11-23,HOU,1426,1377
2013-11-23,IND,1157,1041
2013-11-23,LAC,1395,1366
2013-11-23,LAL,1295,1341
2013-11-23,MEM,1223,1252
2013-11-23,MIA,1285,1166
2013-11-23,MIL,1001,1094
2013-11-23,MIN,1502,1389
2013-11-23,NO,1216,1186
2013-11-23,NY,1031,1092
2013-11-23,OKC,1147,1112
2013-11-23,ORL,1091,1117
2013-11-23,PHI,1457,1534
2013-11-23,PHO,1197,1173
2013-11-23,POR,1343,1272
2013-11-23,SA,1192,1072
2013-11-23,SAC,1057,1091
2013-11-23,TOR,1270,1254
2013-11-23,UTA,1254,1409
2013-11-23,WAS,1190,1228
2013-11-24,ATL,1411,1375
2013-11-24,BKN,1143,1230
2013-11-24,BOS,1390,1472
2013-11-24,CHA,1255,1283
2013-11-24,CHI,1028,996
2013-11-24,CLE,1305,1423
2013-11-24,DAL,1489,1445
2013-11-24,DEN,1243,1243
2013-11-24,DET,1169,1209
2013-11-24,GS,1424,1362
2013-11-24,HOU,1538,1478
2013-11-24,IND,1263,1139
2013-11-24,LAC,1498,1468
2013-11-24,LAL,1295,1341
2013-11-24,MEM,1223,1252
2013-11-24,MIA,1386,1265
2013-11-24,MIL,1073,1190
2013-11-24,MIN,1603,1501
2013-11-24,NO,1216,1186
2013-11-24,NY,1120,1190
2013-11-24,OKC,1147,1112
2013-11-24,ORL,1190,1218
2013-11-24,PHI,1555,1640
2013-11-24,PHO,1197,1173
2013-11-24,POR,1456,1373
2013-11-24,SA,1318,1168
2013-11-24,SAC,1159,1194
2013-11-24,TOR,1270,1254
2013-11-24,UTA,1254,1409
2013-11-24,WAS,1288,1317
2013-11-25,ATL,1411,1375
2013-11-25,BKN,1240,1339
2013-11-25,BOS,1390,1472
2013-11-25,CHA,1255,1283
2013-11-25,CHI,1110,1117
2013-11-25,CLE,1305,1423
2013-11-25,DAL,1489,1445
2013-11-25,DEN,1243,1243
2013-11-25,DET,1278,1306
2013-11-25,GS,1424,1362
2013-11-25,HOU,1538,1478
2013-11-25,IND,1263,1139
2013-11-25,LAC,1619,1550
2013-11-25,LAL,1395,1427
2013-11-25,MEM,1223,1252
2013-11-25,MIA,1386,1265
2013-11-25,MIL,1073,1190
2013-11-25,MIN,1603,1501
2013-11-25,NO,1216,1186
2013-11-25,NY,1120,1190
2013-11-25,OKC,1242,1185
2013-11-25,ORL,1286,1322
2013-11-25,PHI,1555,1640
2013-11-25,PHO,1301,1269
2013-11-25,POR,1456,1373
2013-11-25,SA,1318,1168
2013-11-25,SAC,1245,1294
2013-11-25,TOR,1270,1254
2013-11-25,UTA,1327,1504
2013-11-25,WAS,1288,1317
2013-11-26,ATL,1411,1375
2013-11-26,BKN,1240,1339
2013-11-26,BOS,1486,1558
2013-11-26,CHA,1341,1379
2013-11-26,CHI,1193,1206
2013-11-26,CLE,1305,1423
2013-11-26,DAL,1585,1555
2013-11-26,DEN,1353,1339
2013-11-26,DET,1391,1400
2013-11-26,GS,1424,1362
2013-11-26,HOU,1631,1564
2013-11-26,IND,1361,1223
2013-11-26,LAC,1619,1550
2013-11-26,LAL,1395,1427
2013-11-26,MEM,1309,1345
2013-11-26,MIA,1493,1357
2013-11-26,MIL,1167,1303
2013-11-26,MIN,1687,1599
2013-11-26,NO,1309,1298
2013-11-26,NY,1211,1292
2013-11-26,OKC,1242,1185
2013-11-26,ORL,1286,1322
2013-11-26,PHI,1555,1640
2013-11-26,PHO,1393,1376
2013-11-26,POR,1558,1464
2013-11-26,SA,1430,1261
2013-11-26,SAC,1245,1294
2013-11-26,TOR,1270,1254
2013-11-26,UTA,1416,1587
2013-11-26,WAS,1288,1317
2013-11-27,ATL,1503,1484
2013-11-27,BKN,1342,1439
2013-11-27,BOS,1486,1558
2013-11-27,CHA,1341,1379
2013-11-27,CHI,1193,1206
2013-11-27,CLE,1305,1423
2013-11-27,DAL,1585,1555
2013-11-27,DEN,1353,1339
2013-11-27,DET,1391,1400
2013-11-27,GS,1526,1463
2013-11-27,HOU,1631,1564
2013-11-27,IND,1361,1223
2013-11-27,LAC,1619,1550
2013-11-27,LAL,1506,1543
2013-11-27,MEM,1309,1345
2013-11-27,MIA,1493,1357
2013-11-27,MIL,1167,1303
2013-11-27,MIN,1687,1599
2013-11-27,NO,1410,1400
2013-11-27,NY,1211,1292
2013-11-27,OKC,1242,1185
2013-11-27,ORL,1395,1414
2013-11-27,PHI,1555,1640
2013-11-27,PHO,1393,1376
2013-11-27,POR,1558,1464
2013-11-27,SA,1430,1261
2013-11-27,SAC,1245,1294
2013-11-27,TOR,1370,1356
2013-11-27,UTA,1416,1587
2013-11-27,WAS,1404,1428
2013-11-28,ATL,1587,1597
2013-11-28,BKN,1436,1538
2013-11-28,BOS,1579,1658
2013-11-28,CHA,1415,1478
2013-11-28,CHI,1292,1285
2013-11-28,CLE,1389,1518
2013-11-28,DAL,1688,1654
2013-11-28,DEN,1470,1449
2013-11-28,DET,1470,1499
