gmDate,teamAbbr,teamRslt,teamPtsFor,teamPtsAgnst,opptAbbr,opptRslt,opptPtsFor,opptPtsAgnst
2012-10-30,WAS,0,0,0,CLE,1,0,0
2012-10-30,BOS,0,0,0,MIA,1,0,0
2012-10-30,DAL,1,0,0,LAL,0,0,0
2012-10-31,DEN,0,0,0,PHI,1,0,0
2012-10-31,IND,1,0,0,TOR,0,0,0
2012-10-31,HOU,1,0,0,DET,0,0,0
2012-10-31,SAC,0,0,0,CHI,1,0,0
2012-10-31,SA,1,0,0,NO,0,0,0
2012-10-31,DAL,0,0,0,UTA,1,0,0
2012-10-31,GS,1,0,0,PHO,0,0,0
2012-10-31,MEM,0,0,0,LAC,1,0,0
2012-10-31,LAL,0,0,0,POR,1,0,0
2012-11-01,OKC,0,0,0,SA,1,0,0
2012-11-02,DEN,0,0,0,ORL,1,0,0
2012-11-02,IND,0,0,0,CHA,1,0,0
2012-11-02,MIL,1,0,0,BOS,0,0,0
2012-11-02,CHI,1,0,0,CLE,0,0,0
2012-11-02,HOU,1,0,0,ATL,0,0,0
2012-11-02,MIA,0,0,0,NY,1,0,0
2012-11-02,UTA,0,0,0,NO,1,0,0
2012-11-02,SAC,0,0,0,MIN,1,0,0
2012-11-02,POR,0,0,0,OKC,1,0,0
2012-11-02,DET,0,0,0,PHO,1,0,0
2012-11-02,LAC,1,0,0,LAL,0,0,0
2012-11-02,MEM,1,0,0,GS,0,0,0
2012-11-03,BOS,1,0,0,WAS,0,0,0
2012-11-03,SAC,0,0,0,IND,1,0,0
2012-11-03,DEN,0,0,0,MIA,1,0,0
2012-11-03,TOR,0,0,0,BKN,1,0,0
2012-11-03,NO,1,0,0,CHI,0,0,0
2012-11-03,POR,1,0,0,HOU,0,0,0
2012-11-03,CHA,0,0,0,DAL,1,0,0
2012-11-03,CLE,0,0,0,MIL,1,0,0
2012-11-03,UTA,0,0,0,SA,1,0,0
2012-11-03,GS,1,0,0,LAC,0,0,0
2012-11-04,PHI,0,0,0,NY,1,0,0
2012-11-04,PHO,0,0,0,ORL,1,0,0
2012-11-04,MIN,0,0,0,TOR,1,0,0
2012-11-04,ATL,1,0,0,OKC,0,0,0
2012-11-04,DET,0,0,0,LAL,1,0,0
2012-11-05,NY,1,0,0,PHI,0,0,0
2012-11-05,PHO,0,0,0,MIA,1,0,0
2012-11-05,MIN,1,0,0,BKN,0,0,0
2012-11-05,UTA,0,0,0,MEM,1,0,0
2012-11-05,IND,0,0,0,SA,1,0,0
2012-11-05,POR,0,0,0,DAL,1,0,0
2012-11-05,GS,0,0,0,SAC,1,0,0
2012-11-05,CLE,1,0,0,LAC,0,0,0
2012-11-06,ORL,0,0,0,CHI,1,0,0
2012-11-06,TOR,0,0,0,OKC,1,0,0
2012-11-06,DET,0,0,0,DEN,1,0,0
2012-11-07,PHO,1,0,0,CHA,0,0,0
2012-11-07,BKN,0,0,0,MIA,1,0,0
2012-11-07,IND,0,0,0,ATL,1,0,0
2012-11-07,WAS,0,0,0,BOS,1,0,0
2012-11-07,PHI,1,0,0,NO,0,0,0
2012-11-07,MEM,1,0,0,MIL,0,0,0
2012-11-07,ORL,0,0,0,MIN,1,0,0
2012-11-07,DEN,1,0,0,HOU,0,0,0
2012-11-07,TOR,0,0,0,DAL,1,0,0
2012-11-07,LAL,0,0,0,UTA,1,0,0
2012-11-07,DET,0,0,0,SAC,1,0,0
2012-11-07,CLE,0,0,0,GS,1,0,0
2012-11-07,SA,0,0,0,LAC,1,0,0
2012-11-08,OKC,1,0,0,CHI,0,0,0
2012-11-08,LAC,1,0,0,POR,0,0,0
2012-11-09,MIL,1,0,0,WAS,0,0,0
2012-11-09,BKN,1,0,0,ORL,0,0,0
2012-11-09,PHI,1,0,0,BOS,0,0,0
2012-11-09,MIA,1,0,0,ATL,0,0,0
2012-11-09,DAL,0,0,0,NY,1,0,0
2012-11-09,CHA,0,0,0,NO,1,0,0
2012-11-09,IND,0,0,0,MIN,1,0,0
2012-11-09,DET,0,0,0,OKC,1,0,0
2012-11-09,HOU,0,0,0,MEM,1,0,0
2012-11-09,CLE,0,0,0,PHO,1,0,0
2012-11-09,SA,1,0,0,SAC,0,0,0
2012-11-09,UTA,0,0,0,DEN,1,0,0
2012-11-09,GS,0,0,0,LAL,1,0,0
2012-11-10,PHI,1,0,0,TOR,0,0,0
2012-11-10,WAS,0,0,0,IND,1,0,0
2012-11-10,DAL,0,0,0,CHA,1,0,0
2012-11-10,DET,0,0,0,HOU,1,0,0
2012-11-10,MIN,0,0,0,CHI,1,0,0
2012-11-10,BOS,1,0,0,MIL,0,0,0
2012-11-10,PHO,0,0,0,UTA,1,0,0
2012-11-10,SA,1,0,0,POR,0,0,0
2012-11-10,DEN,1,0,0,GS,0,0,0
2012-11-11,ORL,0,0,0,BKN,1,0,0
2012-11-11,ATL,0,0,0,LAC,1,0,0
2012-11-11,MIA,0,0,0,MEM,1,0,0
2012-11-11,CLE,0,0,0,OKC,1,0,0
2012-11-11,SAC,0,0,0,LAL,1,0,0
2012-11-12,MIL,1,0,0,PHI,0,0,0
2012-11-12,UTA,1,0,0,TOR,0,0,0
2012-11-12,OKC,1,0,0,DET,0,0,0
2012-11-12,BOS,1,0,0,CHI,0,0,0
2012-11-12,MIA,1,0,0,HOU,0,0,0
2012-11-12,MIN,1,0,0,DAL,0,0,0
2012-11-12,DEN,0,0,0,PHO,1,0,0
2012-11-12,ATL,1,0,0,POR,0,0,0
2012-11-13,NY,1,0,0,ORL,0,0,0
2012-11-13,TOR,1,0,0,IND,0,0,0
2012-11-13,WAS,0,0,0,CHA,1,0,0
2012-11-13,CLE,0,0,0,BKN,1,0,0
2012-11-13,POR,1,0,0,SAC,0,0,0
2012-11-13,SA,1,0,0,LAL,0,0,0
2012-11-14,DET,1,0,0,PHI,0,0,0
2012-11-14,UTA,0,0,0,BOS,1,0,0
2012-11-14,CHA,1,0,0,MIN,0,0,0
2012-11-14,MEM,1,0,0,OKC,0,0,0
2012-11-14,NO,0,0,0,HOU,1,0,0
2012-11-14,IND,0,0,0,MIL,1,0,0
2012-11-14,WAS,0,0,0,DAL,1,0,0
2012-11-14,CHI,1,0,0,PHO,0,0,0
2012-11-14,ATL,0,0,0,GS,1,0,0
2012-11-14,MIA,0,0,0,LAC,1,0,0
2012-11-15,BOS,0,0,0,BKN,1,0,0
2012-11-15,NY,1,0,0,SA,0,0,0
2012-11-15,MIA,1,0,0,DEN,0,0,0
2012-11-16,UTA,0,0,0,PHI,1,0,0
2012-11-16,ORL,1,0,0,DET,0,0,0
2012-11-16,DAL,0,0,0,IND,1,0,0
2012-11-16,OKC,1,0,0,NO,0,0,0
2012-11-16,GS,1,0,0,MIN,0,0,0
2012-11-16,NY,0,0,0,MEM,1,0,0
2012-11-16,ATL,1,0,0,SAC,0,0,0
2012-11-16,HOU,0,0,0,POR,1,0,0
2012-11-16,PHO,0,0,0,LAL,1,0,0
2012-11-17,TOR,0,0,0,BOS,1,0,0
2012-11-17,CHI,0,0,0,LAC,1,0,0
2012-11-17,UTA,1,0,0,WAS,0,0,0
2012-11-17,MEM,1,0,0,CHA,0,0,0
2012-11-17,DAL,1,0,0,CLE,0,0,0
2012-11-17,NO,0,0,0,MIL,1,0,0
2012-11-17,DEN,0,0,0,SA,1,0,0
2012-11-17,MIA,1,0,0,PHO,0,0,0
2012-11-18,IND,0,0,0,NY,1,0,0
2012-11-18,ORL,0,0,0,TOR,1,0,0
2012-11-18,CLE,0,0,0,PHI,1,0,0
2012-11-18,BKN,1,0,0,SAC,0,0,0
2012-11-18,GS,0,0,0,OKC,1,0,0
2012-11-18,BOS,0,0,0,DET,1,0,0
2012-11-18,CHI,0,0,0,POR,1,0,0
2012-11-18,HOU,0,0,0,LAL,1,0,0
2012-11-19,MIL,0,0,0,CHA,1,0,0
2012-11-19,IND,1,0,0,WAS,0,0,0
2012-11-19,ORL,0,0,0,ATL,1,0,0
2012-11-19,DEN,1,0,0,MEM,0,0,0
2012-11-19,LAC,1,0,0,SA,0,0,0
2012-11-19,GS,1,0,0,DAL,0,0,0
2012-11-19,HOU,0,0,0,UTA,1,0,0
2012-11-20,TOR,0,0,0,PHI,1,0,0
2012-11-20,NY,1,0,0,NO,0,0,0
2012-11-20,BKN,0,0,0,LAL,1,0,0
2012-11-21,PHI,0,0,0,CLE,1,0,0
2012-11-21,NO,0,0,0,IND,1,0,0
2012-11-21,DET,0,0,0,ORL,1,0,0
2012-11-21,TOR,0,0,0,CHA,1,0,0
2012-11-21,MIL,0,0,0,MIA,1,0,0
2012-11-21,LAC,0,0,0,OKC,1,0,0
2012-11-21,SA,1,0,0,BOS,0,0,0
2012-11-21,WAS,0,0,0,ATL,1,0,0
2012-11-21,CHI,0,0,0,HOU,1,0,0
2012-11-21,DEN,1,0,0,MIN,0,0,0
2012-11-21,NY,0,0,0,DAL,1,0,0
2012-11-21,POR,0,0,0,PHO,1,0,0
2012-11-21,LAL,0,0,0,SAC,1,0,0
2012-11-21,BKN,0,0,0,GS,1,0,0
2012-11-23,CLE,0,0,0,ORL,1,0,0
2012-11-23,ATL,1,0,0,CHA,0,0,0
2012-11-23,LAC,0,0,0,BKN,1,0,0
2012-11-23,TOR,0,0,0,DET,1,0,0
2012-11-23,OKC,0,0,0,BOS,1,0,0
2012-11-23,NY,0,0,0,HOU,1,0,0
2012-11-23,LAL,0,0,0,MEM,1,0,0
2012-11-23,SA,1,0,0,IND,0,0,0
2012-11-23,NO,0,0,0,PHO,1,0,0
2012-11-23,SAC,0,0,0,UTA,1,0,0
2012-11-23,GS,0,0,0,DEN,1,0,0
2012-11-23,MIN,0,0,0,POR,1,0,0
2012-11-24,CHA,1,0,0,WAS,0,0,0
2012-11-24,LAC,0,0,0,ATL,1,0,0
2012-11-24,OKC,1,0,0,PHI,0,0,0
2012-11-24,CLE,0,0,0,MIA,1,0,0
2012-11-24,LAL,1,0,0,DAL,0,0,0
2012-11-24,CHI,1,0,0,MIL,0,0,0
2012-11-24,UTA,0,0,0,SAC,1,0,0
2012-11-24,MIN,0,0,0,GS,1,0,0
2012-11-25,DET,0,0,0,NY,1,0,0
2012-11-25,SA,1,0,0,TOR,0,0,0
2012-11-25,POR,0,0,0,BKN,1,0,0
2012-11-25,BOS,1,0,0,ORL,0,0,0
2012-11-25,PHO,0,0,0,PHI,1,0,0
2012-11-25,NO,0,0,0,DEN,1,0,0
2012-11-26,NY,0,0,0,BKN,1,0,0
2012-11-26,SA,1,0,0,WAS,0,0,0
2012-11-26,POR,0,0,0,DET,1,0,0
2012-11-26,CHA,0,0,0,OKC,1,0,0
2012-11-26,MIL,1,0,0,CHI,0,0,0
2012-11-26,CLE,0,0,0,MEM,1,0,0
2012-11-26,DEN,0,0,0,UTA,1,0,0
2012-11-26,NO,1,0,0,LAC,0,0,0
2012-11-27,DAL,0,0,0,PHI,1,0,0
2012-11-27,PHO,1,0,0,CLE,0,0,0
2012-11-27,TOR,0,0,0,HOU,1,0,0
2012-11-27,MIN,1,0,0,SAC,0,0,0
2012-11-27,IND,1,0,0,LAL,0,0,0
2012-11-28,SA,1,0,0,ORL,0,0,0
2012-11-28,POR,0,0,0,WAS,1,0,0
2012-11-28,CHA,0,0,0,ATL,1,0,0
2012-11-28,BKN,1,0,0,BOS,0,0,0
2012-11-28,PHO,0,0,0,DET,1,0,0
2012-11-28,UTA,1,0,0,NO,0,0,0
2012-11-28,NY,1,0,0,MIL,0,0,0
2012-11-28,DAL,0,0,0,CHI,1,0,0
2012-11-28,TOR,0,0,0,MEM,1,0,0
2012-11-28,HOU,0,0,0,OKC,1,0,0
2012-11-28,MIN,0,0,0,LAC,1,0,0
2012-11-29,SA,0,0,0,MIA,1,0,0
2012-11-29,DEN,0,0,0,GS,1,0,0
2012-11-30,PHI,1,0,0,CHA,0,0,0
2012-11-30,BKN,1,0,0,ORL,0,0,0
2012-11-30,PHO,0,0,0,TOR,1,0,0
2012-11-30,CLE,1,0,0,ATL,0,0,0
2012-11-30,POR,0,0,0,BOS,1,0,0
2012-11-30,WAS,0,0,0,NY,1,0,0
2012-11-30,MIL,0,0,0,MIN,1,0,0
2012-11-30,UTA,0,0,0,OKC,1,0,0
2012-11-30,DET,0,0,0,MEM,1,0,0
2012-11-30,IND,1,0,0,SAC,0,0,0
2012-11-30,DEN,0,0,0,LAL,1,0,0
2012-12-01,BKN,0,0,0,MIA,1,0,0
2012-12-01,POR,1,0,0,CLE,0,0,0
2012-12-01,PHI,0,0,0,CHI,1,0,0
2012-12-01,UTA,0,0,0,HOU,1,0,0
2012-12-01,OKC,1,0,0,NO,0,0,0
2012-12-01,BOS,0,0,0,MIL,1,0,0
2012-12-01,MEM,0,0,0,SA,1,0,0
2012-12-01,DET,0,0,0,DAL,1,0,0
2012-12-01,SAC,0,0,0,LAC,1,0,0
2012-12-01,IND,0,0,0,GS,1,0,0
2012-12-02,PHO,0,0,0,NY,1,0,0
2012-12-02,ORL,1,0,0,LAL,0,0,0
2012-12-03,POR,1,0,0,CHA,0,0,0
2012-12-03,CLE,0,0,0,DET,1,0,0
2012-12-03,MIL,0,0,0,NO,1,0,0
2012-12-03,LAC,1,0,0,UTA,0,0,0
2012-12-03,TOR,0,0,0,DEN,1,0,0
2012-12-03,ORL,1,0,0,GS,0,0,0
2012-12-04,MIA,0,0,0,WAS,1,0,0
2012-12-04,MIN,1,0,0,PHI,0,0,0
2012-12-04,OKC,1,0,0,BKN,0,0,0
2012-12-04,LAL,0,0,0,HOU,1,0,0
2012-12-04,IND,1,0,0,CHI,0,0,0
2012-12-04,PHO,0,0,0,MEM,1,0,0
2012-12-05,NY,1,0,0,CHA,0,0,0
2012-12-05,POR,0,0,0,IND,1,0,0
2012-12-05,DEN,0,0,0,ATL,1,0,0
2012-12-05,MIN,0,0,0,BOS,1,0,0
2012-12-05,GS,1,0,0,DET,0,0,0
2012-12-05,CHI,1,0,0,CLE,0,0,0
2012-12-05,LAL,1,0,0,NO,0,0,0
2012-12-05,MIL,0,0,0,SA,1,0,0
2012-12-05,ORL,0,0,0,UTA,1,0,0
2012-12-05,TOR,0,0,0,SAC,1,0,0
2012-12-05,DAL,0,0,0,LAC,1,0,0
2012-12-06,NY,1,0,0,MIA,0,0,0
2012-12-06,DAL,1,0,0,PHO,0,0,0
2012-12-07,BOS,0,0,0,PHI,1,0,0
2012-12-07,DEN,1,0,0,IND,0,0,0
2012-12-07,CHI,1,0,0,DET,0,0,0
2012-12-07,GS,1,0,0,BKN,0,0,0
2012-12-07,WAS,0,0,0,ATL,1,0,0
2012-12-07,CLE,0,0,0,MIN,1,0,0
2012-12-07,MEM,1,0,0,NO,0,0,0
2012-12-07,CHA,0,0,0,MIL,1,0,0
2012-12-07,HOU,0,0,0,SA,1,0,0
2012-12-07,TOR,0,0,0,UTA,1,0,0
2012-12-07,LAL,0,0,0,OKC,1,0,0
2012-12-07,ORL,0,0,0,SAC,1,0,0
2012-12-08,PHO,0,0,0,LAC,1,0,0
2012-12-08,SA,1,0,0,CHA,0,0,0
2012-12-08,GS,1,0,0,WAS,0,0,0
2012-12-08,PHI,0,0,0,BOS,1,0,0
2012-12-08,NO,0,0,0,MIA,1,0,0
2012-12-08,DET,1,0,0,CLE,0,0,0
2012-12-08,ATL,1,0,0,MEM,0,0,0
2012-12-08,NY,0,0,0,CHI,1,0,0
2012-12-08,DAL,1,0,0,HOU,0,0,0
2012-12-08,SAC,1,0,0,POR,0,0,0
2012-12-09,TOR,0,0,0,LAC,1,0,0
2012-12-09,MIL,1,0,0,BKN,0,0,0
2012-12-09,IND,0,0,0,OKC,1,0,0
2012-12-09,DEN,0,0,0,NY,1,0,0
2012-12-09,ORL,1,0,0,PHO,0,0,0
2012-12-09,UTA,1,0,0,LAL,0,0,0
2012-12-10,DET,0,0,0,PHI,1,0,0
2012-12-10,GS,1,0,0,CHA,0,0,0
2012-12-10,ATL,0,0,0,MIA,1,0,0
2012-12-10,SA,1,0,0,HOU,0,0,0
2012-12-10,SAC,0,0,0,DAL,1,0,0
2012-12-10,TOR,0,0,0,POR,1,0,0
2012-12-11,NY,1,0,0,BKN,0,0,0
2012-12-11,LAL,0,0,0,CLE,1,0,0
2012-12-11,DEN,1,0,0,DET,0,0,0
2012-12-11,WAS,1,0,0,NO,0,0,0
2012-12-11,LAC,1,0,0,CHI,0,0,0
2012-12-12,CLE,0,0,0,IND,1,0,0
2012-12-12,ATL,1,0,0,ORL,0,0,0
2012-12-12,BKN,1,0,0,TOR,0,0,0
2012-12-12,CHI,1,0,0,PHI,0,0,0
2012-12-12,LAC,1,0,0,CHA,0,0,0
2012-12-12,GS,1,0,0,MIA,0,0,0
2012-12-12,NO,0,0,0,OKC,1,0,0
2012-12-12,SAC,0,0,0,MIL,1,0,0
2012-12-12,DAL,0,0,0,BOS,1,0,0
2012-12-12,DEN,0,0,0,MIN,1,0,0
2012-12-12,WAS,0,0,0,HOU,1,0,0
2012-12-12,MEM,0,0,0,PHO,1,0,0
2012-12-12,SA,0,0,0,UTA,1,0,0
2012-12-13,CHA,0,0,0,ATL,1,0,0
2012-12-13,LAL,0,0,0,NY,1,0,0
2012-12-13,SA,0,0,0,POR,1,0,0
2012-12-14,PHI,0,0,0,IND,1,0,0
2012-12-14,LAL,1,0,0,WAS,0,0,0
2012-12-14,DAL,0,0,0,TOR,1,0,0
2012-12-14,MIL,1,0,0,CLE,0,0,0
2012-12-14,DET,0,0,0,BKN,1,0,0
2012-12-14,BOS,0,0,0,HOU,1,0,0
2012-12-14,SAC,0,0,0,OKC,1,0,0
2012-12-14,MIN,1,0,0,NO,0,0,0
2012-12-14,GS,0,0,0,ORL,1,0,0
2012-12-14,UTA,0,0,0,PHO,1,0,0
2012-12-14,MEM,0,0,0,DEN,1,0,0
2012-12-15,GS,1,0,0,ATL,0,0,0
2012-12-15,CLE,0,0,0,NY,1,0,0
2012-12-15,ORL,1,0,0,CHA,0,0,0
2012-12-15,IND,1,0,0,DET,0,0,0
2012-12-15,WAS,0,0,0,MIA,1,0,0
2012-12-15,DAL,0,0,0,MIN,1,0,0
2012-12-15,BKN,0,0,0,CHI,1,0,0
2012-12-15,BOS,0,0,0,SA,1,0,0
2012-12-15,LAC,1,0,0,MIL,0,0,0
2012-12-15,MEM,1,0,0,UTA,0,0,0
2012-12-16,HOU,0,0,0,TOR,1,0,0
2012-12-16,LAL,1,0,0,PHI,0,0,0
2012-12-16,DEN,1,0,0,SAC,0,0,0
2012-12-16,NO,0,0,0,POR,1,0,0
2012-12-17,MIN,0,0,0,ORL,1,0,0
2012-12-17,LAC,1,0,0,DET,0,0,0
2012-12-17,HOU,1,0,0,NY,0,0,0
2012-12-17,CHI,0,0,0,MEM,1,0,0
2012-12-17,SA,0,0,0,OKC,1,0,0
2012-12-17,SAC,0,0,0,PHO,1,0,0
2012-12-18,ATL,1,0,0,WAS,0,0,0
2012-12-18,TOR,1,0,0,CLE,0,0,0
2012-12-18,UTA,1,0,0,BKN,0,0,0
2012-12-18,MIN,0,0,0,MIA,1,0,0
2012-12-18,BOS,0,0,0,CHI,1,0,0
2012-12-18,IND,0,0,0,MIL,1,0,0
2012-12-18,PHI,0,0,0,DAL,1,0,0
2012-12-18,SA,0,0,0,DEN,1,0,0
2012-12-18,CHA,0,0,0,LAL,1,0,0
2012-12-18,NO,0,0,0,GS,1,0,0
2012-12-19,UTA,0,0,0,IND,1,0,0
2012-12-19,BKN,0,0,0,NY,1,0,0
2012-12-19,DET,0,0,0,TOR,1,0,0
2012-12-19,WAS,0,0,0,ORL,1,0,0
2012-12-19,CLE,0,0,0,BOS,1,0,0
2012-12-19,OKC,1,0,0,ATL,0,0,0
2012-12-19,PHI,0,0,0,HOU,1,0,0
2012-12-19,CHA,0,0,0,PHO,1,0,0
2012-12-19,MIL,0,0,0,MEM,1,0,0
2012-12-19,GS,0,0,0,SAC,1,0,0
2012-12-19,NO,0,0,0,LAC,1,0,0
2012-12-20,OKC,0,0,0,MIN,1,0,0
2012-12-20,MIA,1,0,0,DAL,0,0,0
2012-12-20,DEN,0,0,0,POR,1,0,0
2012-12-21,ATL,0,0,0,PHI,1,0,0
2012-12-21,ORL,0,0,0,TOR,1,0,0
2012-12-21,MIL,1,0,0,BOS,0,0,0
2012-12-21,CHI,1,0,0,NY,0,0,0
2012-12-21,IND,1,0,0,CLE,0,0,0
2012-12-21,WAS,0,0,0,DET,1,0,0
2012-12-21,DAL,0,0,0,MEM,1,0,0
2012-12-21,NO,0,0,0,SA,1,0,0
2012-12-21,CHA,0,0,0,GS,1,0,0
2012-12-21,SAC,0,0,0,LAC,1,0,0
2012-12-22,CHI,0,0,0,ATL,1,0,0
2012-12-22,DET,1,0,0,WAS,0,0,0
2012-12-22,UTA,0,0,0,MIA,1,0,0
2012-12-22,MEM,0,0,0,HOU,1,0,0
2012-12-22,IND,1,0,0,NO,0,0,0
2012-12-22,CLE,1,0,0,MIL,0,0,0
2012-12-22,CHA,0,0,0,DEN,1,0,0
2012-12-22,PHO,0,0,0,POR,1,0,0
2012-12-22,LAL,1,0,0,GS,0,0,0
2012-12-23,PHI,0,0,0,BKN,1,0,0
2012-12-23,MIN,0,0,0,NY,1,0,0
2012-12-23,UTA,1,0,0,ORL,0,0,0
2012-12-23,DAL,0,0,0,SA,1,0,0
2012-12-23,LAC,1,0,0,PHO,0,0,0
2012-12-23,POR,0,0,0,SAC,1,0,0
2012-12-25,BOS,1,0,0,BKN,0,0,0
2012-12-25,NY,0,0,0,LAL,1,0,0
2012-12-25,OKC,0,0,0,MIA,1,0,0
2012-12-25,HOU,1,0,0,CHI,0,0,0
2012-12-25,DEN,0,0,0,LAC,1,0,0
2012-12-26,CLE,1,0,0,WAS,0,0,0
2012-12-26,MIA,1,0,0,CHA,0,0,0
2012-12-26,NO,1,0,0,ORL,0,0,0
2012-12-26,DET,0,0,0,ATL,1,0,0
2012-12-26,PHI,1,0,0,MEM,0,0,0
2012-12-26,BKN,0,0,0,MIL,1,0,0
2012-12-26,HOU,1,0,0,MIN,0,0,0
2012-12-26,TOR,0,0,0,SA,1,0,0
2012-12-26,NY,1,0,0,PHO,0,0,0
2012-12-26,LAL,0,0,0,DEN,1,0,0
2012-12-26,GS,1,0,0,UTA,0,0,0
2012-12-26,SAC,0,0,0,POR,1,0,0
2012-12-27,DAL,0,0,0,OKC,1,0,0
2012-12-27,BOS,0,0,0,LAC,1,0,0
2012-12-28,ORL,0,0,0,WAS,1,0,0
2012-12-28,PHO,0,0,0,IND,1,0,0
2012-12-28,CHA,0,0,0,BKN,1,0,0
2012-12-28,ATL,1,0,0,CLE,0,0,0
2012-12-28,MIA,0,0,0,DET,1,0,0
2012-12-28,TOR,1,0,0,NO,0,0,0
2012-12-28,DEN,1,0,0,DAL,0,0,0
2012-12-28,HOU,0,0,0,SA,1,0,0
2012-12-28,LAC,1,0,0,UTA,0,0,0
2012-12-28,NY,0,0,0,SAC,1,0,0
2012-12-28,PHI,0,0,0,GS,1,0,0
2012-12-28,POR,0,0,0,LAL,1,0,0
2012-12-29,NO,1,0,0,CHA,0,0,0
2012-12-29,IND,0,0,0,ATL,1,0,0
2012-12-29,TOR,1,0,0,ORL,0,0,0
2012-12-29,CLE,0,0,0,BKN,1,0,0
2012-12-29,DEN,0,0,0,MEM,1,0,0
2012-12-29,PHO,0,0,0,MIN,1,0,0
2012-12-29,OKC,1,0,0,HOU,0,0,0
2012-12-29,WAS,0,0,0,CHI,1,0,0
2012-12-29,MIA,0,0,0,MIL,1,0,0
2012-12-29,PHI,0,0,0,POR,1,0,0
2012-12-29,BOS,0,0,0,GS,1,0,0
2012-12-30,MIL,0,0,0,DET,1,0,0
2012-12-30,SA,1,0,0,DAL,0,0,0
2012-12-30,BOS,0,0,0,SAC,1,0,0
2012-12-30,UTA,0,0,0,LAC,1,0,0
2012-12-31,CHA,1,0,0,CHI,0,0,0
2012-12-31,MEM,0,0,0,IND,1,0,0
2012-12-31,MIA,1,0,0,ORL,0,0,0
2012-12-31,ATL,0,0,0,HOU,1,0,0
2012-12-31,BKN,0,0,0,SA,1,0,0
2012-12-31,PHO,0,0,0,OKC,1,0,0
2013-01-01,DAL,1,0,0,WAS,0,0,0
2013-01-01,SAC,0,0,0,DET,1,0,0
2013-01-01,POR,1,0,0,NY,0,0,0
2013-01-01,ATL,1,0,0,NO,0,0,0
2013-01-01,LAC,0,0,0,DEN,1,0,0
2013-01-01,PHI,1,0,0,LAL,0,0,0
2013-01-02,CHI,1,0,0,ORL,0,0,0
2013-01-02,SAC,1,0,0,CLE,0,0,0
2013-01-02,POR,0,0,0,TOR,1,0,0
2013-01-02,WAS,0,0,0,IND,1,0,0
2013-01-02,MEM,1,0,0,BOS,0,0,0
2013-01-02,DAL,0,0,0,MIA,1,0,0
2013-01-02,NO,0,0,0,HOU,1,0,0
2013-01-02,BKN,1,0,0,OKC,0,0,0
2013-01-02,SA,1,0,0,MIL,0,0,0
2013-01-02,PHI,0,0,0,PHO,1,0,0
2013-01-02,MIN,0,0,0,UTA,1,0,0
2013-01-02,LAC,0,0,0,GS,1,0,0
2013-01-03,SA,0,0,0,NY,1,0,0
2013-01-03,MIN,1,0,0,DEN,0,0,0
2013-01-04,CLE,1,0,0,CHA,0,0,0
2013-01-04,SAC,1,0,0,TOR,0,0,0
2013-01-04,BKN,1,0,0,WAS,0,0,0
2013-01-04,CHI,1,0,0,MIA,0,0,0
2013-01-04,ATL,0,0,0,DET,1,0,0
2013-01-04,PHI,0,0,0,OKC,1,0,0
2013-01-04,IND,0,0,0,BOS,1,0,0
2013-01-04,POR,1,0,0,MEM,0,0,0
2013-01-04,HOU,1,0,0,MIL,0,0,0
2013-01-04,UTA,1,0,0,PHO,0,0,0
2013-01-04,LAL,0,0,0,LAC,1,0,0
2013-01-05,MIL,0,0,0,IND,1,0,0
2013-01-05,BOS,1,0,0,ATL,0,0,0
2013-01-05,NY,1,0,0,ORL,0,0,0
2013-01-05,SAC,0,0,0,BKN,1,0,0
2013-01-05,HOU,1,0,0,CLE,0,0,0
2013-01-05,POR,1,0,0,MIN,0,0,0
2013-01-05,PHI,0,0,0,SA,1,0,0
2013-01-05,NO,1,0,0,DAL,0,0,0
2013-01-05,UTA,0,0,0,DEN,1,0,0
2013-01-05,GS,0,0,0,LAC,1,0,0
2013-01-06,OKC,1,0,0,TOR,0,0,0
2013-01-06,WAS,0,0,0,MIA,1,0,0
2013-01-06,CHA,1,0,0,DET,0,0,0
2013-01-06,MEM,1,0,0,PHO,0,0,0
2013-01-06,DEN,1,0,0,LAL,0,0,0
2013-01-07,OKC,0,0,0,WAS,1,0,0
2013-01-07,BOS,1,0,0,NY,0,0,0
2013-01-07,CLE,0,0,0,CHI,1,0,0
2013-01-07,SA,0,0,0,NO,1,0,0
2013-01-07,DAL,0,0,0,UTA,1,0,0
2013-01-07,MEM,1,0,0,SAC,0,0,0
2013-01-07,ORL,0,0,0,POR,1,0,0
2013-01-08,MIA,0,0,0,IND,1,0,0
2013-01-08,BKN,1,0,0,PHI,0,0,0
2013-01-08,ATL,0,0,0,MIN,1,0,0
2013-01-08,LAL,0,0,0,HOU,1,0,0
2013-01-08,PHO,0,0,0,MIL,1,0,0
2013-01-09,PHI,0,0,0,TOR,1,0,0
2013-01-09,ATL,0,0,0,CLE,1,0,0
2013-01-09,UTA,1,0,0,CHA,0,0,0
2013-01-09,PHO,0,0,0,BOS,1,0,0
2013-01-09,MIL,1,0,0,CHI,0,0,0
2013-01-09,LAL,0,0,0,SA,1,0,0
2013-01-09,HOU,0,0,0,NO,1,0,0
2013-01-09,MIN,0,0,0,OKC,1,0,0
2013-01-09,ORL,0,0,0,DEN,1,0,0
2013-01-09,MEM,1,0,0,GS,0,0,0
2013-01-09,DAL,0,0,0,LAC,1,0,0
